zone_map_id,restaurant_id,zone_id,delivery_time_estimate,fee_override,active_status,assigned_by,last_updated,comments,priority
ZMAP003961,Red_65456,ZONE03678,51,5.22,False,ADMIN02241,2023-01-03,Premium delivery zone,Low
ZMAP003962,P.F._54633,ZONE09704,28,8.83,False,ADMIN02497,2022-02-25,Fast delivery available,Medium
ZMAP003963,Outback_3335,ZONE01494,57,,False,ADMIN02109,2024-05-06,Premium delivery zone,Low
ZMAP003964,P.F._6013,ZONE05588,52,3.08,False,ADMIN02024,2020-06-11,Premium delivery zone,High
ZMAP003965,Chipotle_21642,ZONE00300,21,,True,ADMIN02276,2022-03-01,Fast delivery available,Low
ZMAP003966,Chili's_6689,ZONE02943,29,3.88,True,ADMIN02375,2022-05-16,Premium delivery zone,Medium
ZMAP003967,Texas_29487,ZONE08281,15,8.64,True,ADMIN02079,2022-02-24,Low delivery fee zone,Low
ZMAP003968,Olive_27141,ZONE02635,29,,True,ADMIN02155,2021-01-10,Fast delivery available,High
ZMAP003969,Panera_29568,ZONE07798,59,,False,ADMIN02967,2020-07-31,High demand area,Low
ZMAP003970,Chili's_77179,ZONE03354,52,,True,ADMIN02984,2024-09-28,Newly added zone,Medium
ZMAP003971,Olive_14331,ZONE06069,57,5.37,False,ADMIN02100,2024-12-06,Premium delivery zone,Medium
ZMAP003972,Olive_31401,ZONE08483,16,8.41,False,ADMIN02016,2023-09-25,Premium delivery zone,Low
ZMAP003973,Red_68876,ZONE03915,47,8.01,True,ADMIN02207,2020-04-09,Newly added zone,Low
ZMAP003974,Red_28566,ZONE01326,16,1.88,True,ADMIN02089,2024-02-08,Low delivery fee zone,Low
ZMAP003975,Texas_10237,ZONE09308,34,7.33,True,ADMIN02378,2020-02-12,High demand area,Medium
ZMAP003976,Texas_4737,ZONE02208,29,,True,ADMIN02659,2024-06-19,Low delivery fee zone,Low
ZMAP003977,Chili's_81719,ZONE04137,47,7.06,False,ADMIN02718,2022-06-10,Premium delivery zone,High
ZMAP003978,Red_3866,ZONE00410,45,6.89,False,ADMIN02096,2020-11-24,Low delivery fee zone,Medium
ZMAP003979,Panera_64528,ZONE07861,26,1.0,True,ADMIN02928,2022-02-05,Newly added zone,Medium
ZMAP003980,The_47050,ZONE04022,19,8.6,True,ADMIN02463,2024-01-03,Premium delivery zone,High
ZMAP003981,Red_59126,ZONE05604,43,,True,ADMIN02333,2023-09-14,Fast delivery available,Low
ZMAP003982,Olive_93661,ZONE08625,47,6.72,True,ADMIN02290,2022-12-01,Fast delivery available,Medium
ZMAP003983,Texas_80467,ZONE09125,25,4.57,False,ADMIN02909,2022-04-23,Premium delivery zone,Medium
ZMAP003984,Olive_20351,ZONE01432,18,3.38,True,ADMIN02768,2020-07-01,Low delivery fee zone,Low
ZMAP003985,Buffalo_12524,ZONE03715,26,4.79,True,ADMIN02834,2023-12-19,High demand area,High
ZMAP003986,Buffalo_44084,ZONE05973,45,7.53,True,ADMIN02506,2024-10-22,Low delivery fee zone,Medium
ZMAP003987,Chipotle_57532,ZONE03411,31,2.03,True,ADMIN02309,2022-05-14,Newly added zone,Low
ZMAP003988,Chili's_29289,ZONE05842,37,2.47,False,ADMIN02593,2021-10-30,Fast delivery available,Low
ZMAP003989,Chipotle_98392,ZONE08216,18,,True,ADMIN02780,2022-07-16,Fast delivery available,Low
ZMAP003990,Panera_30248,ZONE09427,31,,False,ADMIN02023,2024-09-28,Fast delivery available,Medium
ZMAP003991,P.F._44473,ZONE05488,39,,True,ADMIN02684,2023-10-24,Newly added zone,Medium
ZMAP003992,Outback_41515,ZONE07186,41,,False,ADMIN02308,2023-08-05,Premium delivery zone,Medium
ZMAP003993,Panera_93898,ZONE04416,53,,True,ADMIN02389,2022-11-25,Fast delivery available,High
ZMAP003994,Chili's_68769,ZONE05121,57,6.11,True,ADMIN02148,2023-01-13,Newly added zone,High
ZMAP003995,Panera_51708,ZONE04129,23,9.52,True,ADMIN02469,2024-12-03,Premium delivery zone,Low
ZMAP003996,Olive_59171,ZONE06404,24,2.82,False,ADMIN02797,2024-09-10,Premium delivery zone,High
ZMAP003997,Red_40976,ZONE03666,38,7.37,True,ADMIN02031,2024-02-17,Low delivery fee zone,Low
ZMAP003998,Red_50396,ZONE02923,55,1.19,True,ADMIN02021,2021-03-29,Low delivery fee zone,Medium
ZMAP003999,Red_45416,ZONE05699,24,,True,ADMIN02358,2022-04-16,Low delivery fee zone,High
ZMAP004000,Olive_74841,ZONE02231,37,,False,ADMIN02900,2022-02-22,Premium delivery zone,Low
ZMAP004001,The_25480,ZONE06776,20,,False,ADMIN02627,2020-07-09,Premium delivery zone,Medium
ZMAP004002,P.F._98503,ZONE03977,20,5.24,True,ADMIN02289,2020-12-27,Newly added zone,Low
ZMAP004003,Red_57526,ZONE07925,43,5.27,True,ADMIN02577,2021-02-15,Low delivery fee zone,High
ZMAP004004,Outback_52435,ZONE05251,57,,True,ADMIN02821,2023-01-26,Premium delivery zone,Medium
ZMAP004005,Chipotle_18252,ZONE03452,51,,True,ADMIN02636,2021-05-30,Premium delivery zone,High
ZMAP004006,Panera_81978,ZONE02619,25,,False,ADMIN02780,2020-02-27,High demand area,High
ZMAP004007,P.F._66643,ZONE08729,16,,True,ADMIN02494,2020-04-23,Newly added zone,Low
ZMAP004008,Panera_96468,ZONE08049,43,3.1,True,ADMIN02974,2021-06-14,Low delivery fee zone,Medium
ZMAP004009,Chili's_79279,ZONE01389,42,7.16,True,ADMIN02812,2022-05-22,High demand area,High
ZMAP004010,P.F._82593,ZONE07580,56,6.5,True,ADMIN02926,2021-05-21,Newly added zone,High
ZMAP004011,The_62540,ZONE09315,58,,False,ADMIN02813,2020-07-04,Newly added zone,High
ZMAP004012,Olive_92451,ZONE07906,17,,False,ADMIN02977,2021-11-07,Fast delivery available,High
ZMAP004013,Olive_59361,ZONE01929,16,9.74,False,ADMIN02891,2021-12-02,High demand area,Low
ZMAP004014,Buffalo_99474,ZONE04476,23,,False,ADMIN02143,2023-09-16,Fast delivery available,High
ZMAP004015,Panera_3248,ZONE05405,32,0.19,True,ADMIN02117,2023-02-26,Newly added zone,Low
ZMAP004016,Red_63416,ZONE01802,24,,True,ADMIN02846,2020-10-30,Premium delivery zone,High
ZMAP004017,P.F._37993,ZONE04347,20,,False,ADMIN02931,2022-03-21,Fast delivery available,Low
ZMAP004018,Olive_9411,ZONE06648,47,9.44,True,ADMIN02754,2021-02-20,Newly added zone,High
ZMAP004019,Outback_96755,ZONE04475,27,8.15,True,ADMIN02311,2024-09-30,Fast delivery available,Low
ZMAP004020,Chipotle_56862,ZONE01330,43,4.46,True,ADMIN02026,2022-10-17,Premium delivery zone,Medium
ZMAP004021,P.F._65663,ZONE04854,49,,True,ADMIN02789,2021-10-05,Premium delivery zone,High
ZMAP004022,P.F._72443,ZONE00039,22,1.42,False,ADMIN02062,2020-05-10,Fast delivery available,Low
ZMAP004023,Buffalo_81774,ZONE04653,41,,True,ADMIN02366,2023-07-30,Premium delivery zone,High
ZMAP004024,Outback_775,ZONE03185,16,2.2,False,ADMIN02625,2023-12-06,High demand area,High
ZMAP004025,The_37180,ZONE01395,60,,False,ADMIN02689,2023-08-28,Premium delivery zone,High
ZMAP004026,Chipotle_22972,ZONE01058,26,,False,ADMIN02398,2023-01-31,High demand area,Low
ZMAP004027,Texas_48327,ZONE07986,52,0.6,True,ADMIN02674,2020-12-05,Newly added zone,Low
ZMAP004028,Red_19646,ZONE04742,38,,True,ADMIN02602,2020-05-01,Fast delivery available,High
ZMAP004029,Outback_39495,ZONE03605,39,,False,ADMIN02266,2022-04-26,Premium delivery zone,Low
ZMAP004030,Olive_58961,ZONE09131,44,,True,ADMIN02062,2024-09-25,Premium delivery zone,Low
ZMAP004031,Olive_10861,ZONE08584,29,,True,ADMIN02218,2022-03-22,Premium delivery zone,Medium
ZMAP004032,Olive_42471,ZONE02427,39,9.15,True,ADMIN02679,2020-10-22,Fast delivery available,High
ZMAP004033,Olive_43421,ZONE05036,36,,True,ADMIN02036,2024-12-23,Newly added zone,Low
ZMAP004034,Chili's_73939,ZONE08323,40,2.03,True,ADMIN02054,2024-07-05,Premium delivery zone,High
ZMAP004035,Outback_24655,ZONE06884,33,,True,ADMIN02033,2023-06-13,Low delivery fee zone,Low
ZMAP004036,Chipotle_9132,ZONE02323,50,0.17,False,ADMIN02123,2021-07-24,Low delivery fee zone,Low
ZMAP004037,Chili's_70369,ZONE09035,19,,True,ADMIN02078,2022-08-18,Newly added zone,Medium
ZMAP004038,Olive_27781,ZONE06452,28,,True,ADMIN02886,2022-07-02,Low delivery fee zone,Low
ZMAP004039,Red_21786,ZONE01557,49,5.28,True,ADMIN02736,2020-09-26,High demand area,Low
ZMAP004040,Olive_67381,ZONE03726,33,9.94,True,ADMIN02915,2020-01-17,High demand area,Medium
ZMAP004041,Outback_96815,ZONE00749,27,9.62,True,ADMIN02490,2022-01-20,Newly added zone,Low
ZMAP004042,Outback_63315,ZONE00051,59,,True,ADMIN02777,2024-12-16,Fast delivery available,High
ZMAP004043,Chili's_94419,ZONE09751,23,,False,ADMIN02430,2020-09-14,Low delivery fee zone,High
ZMAP004044,Chipotle_24562,ZONE00056,56,0.86,False,ADMIN02309,2020-07-11,Premium delivery zone,Medium
ZMAP004045,Chili's_58729,ZONE03678,30,7.9,True,ADMIN02439,2024-02-19,Fast delivery available,Medium
ZMAP004046,Red_25196,ZONE01195,50,,False,ADMIN02498,2022-06-12,Newly added zone,High
ZMAP004047,Panera_32378,ZONE06715,23,,True,ADMIN02176,2022-01-06,Fast delivery available,Low
ZMAP004048,Outback_13935,ZONE03746,51,,True,ADMIN02133,2021-10-20,Fast delivery available,Low
ZMAP004049,Buffalo_83674,ZONE04278,55,0.94,True,ADMIN02170,2021-05-05,Low delivery fee zone,Low
ZMAP004050,Chili's_86559,ZONE08466,51,,False,ADMIN02841,2022-03-17,Premium delivery zone,Low
ZMAP004051,Texas_16607,ZONE06459,35,,True,ADMIN02574,2024-12-30,Fast delivery available,High
ZMAP004052,Red_22256,ZONE00766,21,7.83,False,ADMIN02690,2024-04-18,Premium delivery zone,Medium
ZMAP004053,The_32530,ZONE04851,48,5.87,True,ADMIN02237,2022-12-09,Newly added zone,High
ZMAP004054,Outback_35535,ZONE07804,29,3.23,False,ADMIN02692,2020-02-04,Fast delivery available,Medium
ZMAP004055,Panera_74538,ZONE00480,25,,True,ADMIN02870,2024-07-26,Premium delivery zone,Low
ZMAP004056,Olive_34521,ZONE01021,46,,True,ADMIN02576,2023-09-09,Fast delivery available,High
ZMAP004057,The_36060,ZONE05982,21,8.31,True,ADMIN02842,2023-03-16,Low delivery fee zone,High
ZMAP004058,Buffalo_10444,ZONE06957,28,7.51,True,ADMIN02480,2020-07-19,Newly added zone,High
ZMAP004059,Buffalo_69144,ZONE02849,42,3.69,False,ADMIN02802,2022-04-30,High demand area,Medium
ZMAP004060,Buffalo_35814,ZONE06151,27,,False,ADMIN02989,2024-04-01,High demand area,High
ZMAP004061,Olive_92751,ZONE09301,51,,False,ADMIN02826,2021-10-19,Premium delivery zone,Low
ZMAP004062,Red_93066,ZONE01099,36,6.54,True,ADMIN02954,2024-12-12,Fast delivery available,Medium
ZMAP004063,Olive_93391,ZONE06904,50,0.5,True,ADMIN02870,2023-08-28,Premium delivery zone,Low
ZMAP004064,Texas_62367,ZONE05455,19,0.66,False,ADMIN02749,2021-07-01,High demand area,High
ZMAP004065,Red_48306,ZONE05889,19,,False,ADMIN02434,2022-03-21,Low delivery fee zone,Low
ZMAP004066,Buffalo_90574,ZONE08252,15,0.9,False,ADMIN02416,2021-06-22,Newly added zone,Low
ZMAP004067,Outback_88195,ZONE06026,44,,False,ADMIN02506,2020-10-31,Fast delivery available,Low
ZMAP004068,Texas_54937,ZONE00906,52,7.85,True,ADMIN02359,2022-07-03,High demand area,High
ZMAP004069,P.F._1553,ZONE03391,46,,True,ADMIN02171,2020-10-29,Low delivery fee zone,Low
ZMAP004070,Olive_28581,ZONE04470,17,,True,ADMIN02777,2024-06-17,Fast delivery available,High
ZMAP004071,Buffalo_41894,ZONE00115,17,,False,ADMIN02236,2023-03-21,Fast delivery available,High
ZMAP004072,Panera_65438,ZONE07697,37,,True,ADMIN02827,2023-02-04,Low delivery fee zone,Low
ZMAP004073,Texas_24647,ZONE01966,26,,True,ADMIN02040,2020-04-14,Premium delivery zone,Medium
ZMAP004074,Panera_36978,ZONE04271,55,6.74,False,ADMIN02047,2022-11-01,High demand area,Medium
ZMAP004075,P.F._91293,ZONE08331,51,,True,ADMIN02178,2022-08-01,Low delivery fee zone,Medium
ZMAP004076,Buffalo_87344,ZONE01520,16,,False,ADMIN02524,2021-01-25,Low delivery fee zone,High
ZMAP004077,P.F._75033,ZONE06932,29,,False,ADMIN02899,2024-05-12,Low delivery fee zone,Medium
ZMAP004078,The_85480,ZONE08892,33,,False,ADMIN02350,2023-08-12,Newly added zone,Low
ZMAP004079,Panera_83868,ZONE01700,55,,True,ADMIN02698,2024-10-26,Newly added zone,Low
ZMAP004080,The_45780,ZONE02591,50,,False,ADMIN02462,2021-11-24,Premium delivery zone,High
ZMAP004081,P.F._91623,ZONE06821,18,,False,ADMIN02124,2021-04-30,Fast delivery available,Low
ZMAP004082,The_48150,ZONE03394,43,,False,ADMIN02113,2023-12-11,Premium delivery zone,Low
ZMAP004083,P.F._89583,ZONE08503,40,6.68,True,ADMIN02238,2024-11-09,Fast delivery available,Low
ZMAP004084,Chipotle_71532,ZONE07859,55,8.03,False,ADMIN02924,2020-10-27,Newly added zone,Medium
ZMAP004085,Buffalo_31214,ZONE04905,29,,True,ADMIN02799,2022-03-16,Premium delivery zone,Medium
ZMAP004086,P.F._20433,ZONE02829,15,0.35,True,ADMIN02888,2024-08-22,Fast delivery available,Low
ZMAP004087,Outback_75545,ZONE01488,53,,True,ADMIN02670,2022-11-24,Fast delivery available,High
ZMAP004088,Outback_67735,ZONE09630,54,9.89,False,ADMIN02416,2023-09-06,Premium delivery zone,Medium
ZMAP004089,Chipotle_91362,ZONE08571,44,1.98,False,ADMIN02800,2023-12-16,Low delivery fee zone,Low
ZMAP004090,Red_67756,ZONE06678,22,9.07,True,ADMIN02028,2021-02-15,Premium delivery zone,Medium
ZMAP004091,Texas_69437,ZONE03674,16,8.63,True,ADMIN02288,2023-12-17,High demand area,Low
ZMAP004092,Red_79986,ZONE05621,39,6.07,False,ADMIN02671,2020-12-30,Premium delivery zone,Medium
ZMAP004093,Chipotle_19352,ZONE01352,22,4.63,True,ADMIN02126,2023-12-04,Fast delivery available,Low
ZMAP004094,Chipotle_6992,ZONE01379,33,,True,ADMIN02632,2023-03-07,High demand area,High
ZMAP004095,Outback_82845,ZONE01445,16,,True,ADMIN02016,2022-01-01,Premium delivery zone,Low
ZMAP004096,Chipotle_70612,ZONE03649,24,3.38,True,ADMIN02417,2024-10-11,Newly added zone,Medium
ZMAP004097,Buffalo_85554,ZONE06642,30,,False,ADMIN02614,2021-07-24,Low delivery fee zone,Low
ZMAP004098,Panera_71598,ZONE05167,38,0.2,True,ADMIN02087,2020-08-06,Fast delivery available,High
ZMAP004099,The_3250,ZONE08446,43,,False,ADMIN02977,2020-11-18,High demand area,High
ZMAP004100,Outback_6185,ZONE06314,39,,True,ADMIN02355,2024-05-23,Low delivery fee zone,Low
ZMAP004101,P.F._27253,ZONE09725,59,3.27,True,ADMIN02042,2022-02-19,Low delivery fee zone,Medium
ZMAP004102,Chili's_93469,ZONE04358,25,,False,ADMIN02602,2020-07-18,Fast delivery available,Low
ZMAP004103,The_50870,ZONE07522,48,,True,ADMIN02303,2022-07-15,Fast delivery available,Medium
ZMAP004104,Texas_54597,ZONE01227,35,2.77,True,ADMIN02496,2021-08-07,Low delivery fee zone,Low
ZMAP004105,Chipotle_50712,ZONE07864,35,6.26,False,ADMIN02642,2022-11-22,Newly added zone,Low
ZMAP004106,P.F._89063,ZONE05808,51,8.06,False,ADMIN02695,2024-10-27,Premium delivery zone,Low
ZMAP004107,Red_16956,ZONE01382,42,5.55,True,ADMIN02197,2021-08-08,Newly added zone,High
ZMAP004108,Red_5536,ZONE04418,59,5.26,False,ADMIN02081,2024-08-26,Newly added zone,Low
ZMAP004109,The_94810,ZONE03391,37,,True,ADMIN02170,2020-09-14,Premium delivery zone,High
ZMAP004110,The_49440,ZONE09808,60,2.1,True,ADMIN02758,2020-08-01,Low delivery fee zone,High
ZMAP004111,Buffalo_17134,ZONE03395,15,5.41,False,ADMIN02679,2021-03-11,High demand area,Low
ZMAP004112,Chipotle_79042,ZONE01134,44,9.68,True,ADMIN02352,2024-12-01,High demand area,High
ZMAP004113,Buffalo_73934,ZONE03000,44,3.67,False,ADMIN02961,2022-08-13,Fast delivery available,High
ZMAP004114,P.F._46853,ZONE08735,16,8.96,True,ADMIN02878,2023-01-15,Low delivery fee zone,Low
ZMAP004115,Red_35706,ZONE09462,46,,False,ADMIN02740,2023-10-09,Newly added zone,High
ZMAP004116,Olive_58781,ZONE00402,17,,False,ADMIN02013,2021-04-18,Low delivery fee zone,Medium
ZMAP004117,Chipotle_85132,ZONE00959,23,4.53,True,ADMIN02378,2021-10-29,Premium delivery zone,High
ZMAP004118,Outback_32735,ZONE08613,35,,True,ADMIN02509,2021-06-15,Newly added zone,Low
ZMAP004119,Chili's_38009,ZONE09433,25,,True,ADMIN02806,2021-07-27,Premium delivery zone,High
ZMAP004120,Chili's_85559,ZONE02369,17,4.11,True,ADMIN02529,2022-09-10,Newly added zone,Low
ZMAP004121,Texas_79717,ZONE03583,49,2.79,True,ADMIN02946,2022-10-06,Premium delivery zone,High
ZMAP004122,Red_52736,ZONE07280,44,,False,ADMIN02691,2024-02-18,Newly added zone,Low
ZMAP004123,Buffalo_26694,ZONE08532,34,,True,ADMIN02433,2024-02-15,Premium delivery zone,High
ZMAP004124,Red_99166,ZONE05437,24,,True,ADMIN02065,2022-04-24,Newly added zone,High
ZMAP004125,P.F._82033,ZONE04900,48,8.12,True,ADMIN02953,2023-05-04,High demand area,Medium
ZMAP004126,Buffalo_40524,ZONE06875,36,6.65,False,ADMIN02632,2023-01-14,Newly added zone,High
ZMAP004127,Buffalo_10024,ZONE06174,53,2.39,False,ADMIN02253,2020-12-13,Premium delivery zone,Low
ZMAP004128,Panera_2368,ZONE06000,19,,True,ADMIN02775,2021-04-03,Fast delivery available,High
ZMAP004129,Olive_48051,ZONE07659,56,8.5,False,ADMIN02082,2021-11-05,Premium delivery zone,High
ZMAP004130,Buffalo_7294,ZONE04725,28,,False,ADMIN02794,2023-08-03,Low delivery fee zone,Medium
ZMAP004131,Texas_72427,ZONE09641,52,,False,ADMIN02971,2023-07-15,Fast delivery available,Medium
ZMAP004132,Texas_7637,ZONE01417,26,,False,ADMIN02304,2021-05-08,Fast delivery available,Low
ZMAP004133,Red_58546,ZONE01557,54,8.38,False,ADMIN02083,2020-02-26,Newly added zone,Medium
ZMAP004134,Chili's_35419,ZONE00759,16,7.81,True,ADMIN02860,2022-09-09,Newly added zone,High
ZMAP004135,The_16980,ZONE00022,26,4.47,True,ADMIN02676,2021-02-15,Fast delivery available,Medium
ZMAP004136,Chili's_71149,ZONE08384,37,4.13,False,ADMIN02003,2021-06-03,Low delivery fee zone,Medium
ZMAP004137,Chili's_15899,ZONE07761,54,,True,ADMIN02723,2021-10-30,Low delivery fee zone,High
ZMAP004138,Chipotle_27172,ZONE06797,16,,False,ADMIN02117,2020-04-24,Premium delivery zone,High
ZMAP004139,Chili's_68989,ZONE01770,34,,True,ADMIN02296,2024-12-25,High demand area,Medium
ZMAP004140,Buffalo_62704,ZONE07543,31,7.53,False,ADMIN02409,2023-11-18,Premium delivery zone,High
ZMAP004141,Red_29386,ZONE09280,41,1.94,False,ADMIN02861,2024-04-18,Fast delivery available,Low
ZMAP004142,Chili's_18929,ZONE08560,20,,False,ADMIN02986,2023-12-06,High demand area,Low
ZMAP004143,Panera_74858,ZONE05642,20,0.57,True,ADMIN02015,2022-06-07,High demand area,Medium
ZMAP004144,Panera_53978,ZONE02078,53,,False,ADMIN02459,2024-03-07,Fast delivery available,High
ZMAP004145,Panera_42158,ZONE03559,59,1.95,False,ADMIN02205,2023-04-26,Premium delivery zone,Low
ZMAP004146,Red_84056,ZONE01631,44,6.92,True,ADMIN02134,2020-02-16,Low delivery fee zone,High
ZMAP004147,Red_44756,ZONE09190,41,,True,ADMIN02407,2021-09-16,Low delivery fee zone,Low
ZMAP004148,Olive_54181,ZONE06828,27,,True,ADMIN02076,2023-02-09,High demand area,Low
ZMAP004149,P.F._90013,ZONE04034,16,,False,ADMIN02666,2024-12-27,Newly added zone,High
ZMAP004150,Buffalo_1984,ZONE09255,45,,True,ADMIN02217,2020-06-28,Fast delivery available,Low
ZMAP004151,Panera_58388,ZONE09370,38,,True,ADMIN02130,2021-01-24,Newly added zone,Medium
ZMAP004152,Olive_69911,ZONE00028,32,9.72,True,ADMIN02444,2023-09-05,Newly added zone,Medium
ZMAP004153,The_48600,ZONE08436,45,,True,ADMIN02788,2021-08-05,High demand area,Medium
ZMAP004154,Olive_28881,ZONE01008,26,2.1,False,ADMIN02185,2021-02-14,Newly added zone,Medium
ZMAP004155,Red_1736,ZONE08711,37,0.31,False,ADMIN02993,2023-07-22,High demand area,Low
ZMAP004156,Panera_88338,ZONE08736,29,9.79,True,ADMIN02150,2024-07-18,Low delivery fee zone,Medium
ZMAP004157,Outback_21585,ZONE02018,52,,True,ADMIN02850,2024-02-17,Fast delivery available,Low
ZMAP004158,The_16040,ZONE06036,42,,True,ADMIN02441,2023-07-09,Low delivery fee zone,Low
ZMAP004159,Red_74796,ZONE04110,53,,False,ADMIN02730,2023-10-10,Low delivery fee zone,Medium
ZMAP004160,Chipotle_46772,ZONE07325,57,,False,ADMIN02544,2023-12-30,Low delivery fee zone,Low
ZMAP004161,The_78770,ZONE06051,32,5.74,True,ADMIN02893,2022-01-22,Newly added zone,Medium
ZMAP004162,Outback_43125,ZONE04177,53,3.25,True,ADMIN02666,2022-02-26,Newly added zone,Low
ZMAP004163,Outback_56115,ZONE06217,58,5.04,True,ADMIN02991,2024-10-23,Low delivery fee zone,High
ZMAP004164,Chipotle_80642,ZONE00112,57,,True,ADMIN02703,2020-04-28,Low delivery fee zone,High
ZMAP004165,The_14090,ZONE05691,23,,False,ADMIN02263,2021-02-21,Fast delivery available,High
ZMAP004166,Red_30106,ZONE04830,23,7.16,False,ADMIN02685,2024-05-17,Fast delivery available,High
ZMAP004167,Outback_53725,ZONE08969,25,6.89,True,ADMIN02294,2021-06-05,Fast delivery available,Medium
ZMAP004168,Outback_39925,ZONE06516,20,3.38,True,ADMIN02718,2023-03-06,Fast delivery available,High
ZMAP004169,Chili's_18169,ZONE01158,26,8.87,False,ADMIN02580,2022-07-01,Premium delivery zone,Low
ZMAP004170,Chipotle_9992,ZONE01936,35,1.53,True,ADMIN02099,2020-12-15,Premium delivery zone,Medium
ZMAP004171,Chili's_66569,ZONE06092,59,1.71,False,ADMIN02624,2022-12-24,Newly added zone,Medium
ZMAP004172,Panera_7138,ZONE01904,41,,True,ADMIN02823,2024-04-18,Premium delivery zone,High
ZMAP004173,Panera_42428,ZONE09354,53,,False,ADMIN02123,2020-12-10,High demand area,High
ZMAP004174,Buffalo_62444,ZONE01092,18,,False,ADMIN02189,2020-03-13,Low delivery fee zone,Medium
ZMAP004175,Outback_6285,ZONE06096,49,9.93,True,ADMIN02983,2024-04-15,Premium delivery zone,High
ZMAP004176,Buffalo_4454,ZONE04824,24,,False,ADMIN02792,2023-09-21,Low delivery fee zone,High
ZMAP004177,P.F._79683,ZONE01281,57,,True,ADMIN02704,2024-12-13,Fast delivery available,High
ZMAP004178,Olive_67431,ZONE02856,18,9.72,False,ADMIN02334,2024-02-03,Premium delivery zone,Medium
ZMAP004179,Chili's_18719,ZONE09921,31,,False,ADMIN02480,2024-03-10,Fast delivery available,High
ZMAP004180,Chili's_86359,ZONE01741,15,9.11,False,ADMIN02380,2020-01-26,Premium delivery zone,High
ZMAP004181,Outback_63195,ZONE04406,17,,False,ADMIN02256,2021-03-01,High demand area,Low
ZMAP004182,Chipotle_55822,ZONE00769,53,1.22,True,ADMIN02735,2021-04-30,High demand area,Low
ZMAP004183,Chili's_50049,ZONE08150,22,,True,ADMIN02831,2024-02-28,Newly added zone,High
ZMAP004184,Buffalo_60794,ZONE04464,42,5.78,True,ADMIN02073,2022-08-31,High demand area,High
ZMAP004185,Olive_68731,ZONE05745,24,,True,ADMIN02556,2020-05-25,High demand area,Medium
ZMAP004186,Outback_95975,ZONE01385,60,4.12,False,ADMIN02115,2020-01-12,Low delivery fee zone,High
ZMAP004187,The_94060,ZONE00114,24,0.29,True,ADMIN02724,2021-07-18,Fast delivery available,Low
ZMAP004188,Chipotle_53582,ZONE07422,31,,False,ADMIN02679,2023-07-03,Premium delivery zone,High
ZMAP004189,Chili's_99949,ZONE00183,39,2.77,False,ADMIN02911,2024-05-30,Newly added zone,Low
ZMAP004190,Chili's_40099,ZONE09092,51,,True,ADMIN02705,2023-02-03,Newly added zone,Low
ZMAP004191,Olive_58251,ZONE06808,56,,True,ADMIN02230,2022-07-12,High demand area,High
ZMAP004192,Panera_87428,ZONE07126,49,,True,ADMIN02606,2024-05-06,Newly added zone,High
ZMAP004193,Red_79726,ZONE05958,43,,False,ADMIN02617,2023-07-27,Newly added zone,Medium
ZMAP004194,The_24470,ZONE03696,47,4.57,False,ADMIN02050,2023-03-20,Premium delivery zone,Low
ZMAP004195,Chili's_69269,ZONE05299,54,9.13,False,ADMIN02029,2024-06-10,Fast delivery available,Medium
ZMAP004196,Red_43046,ZONE05741,55,0.14,False,ADMIN02898,2024-12-12,Premium delivery zone,Low
ZMAP004197,Red_2886,ZONE02261,15,,True,ADMIN02235,2022-08-19,Premium delivery zone,High
ZMAP004198,Red_27996,ZONE09730,36,,True,ADMIN02673,2020-05-11,Low delivery fee zone,Medium
ZMAP004199,Red_79216,ZONE00043,59,5.12,False,ADMIN02976,2023-03-30,Low delivery fee zone,Medium
ZMAP004200,P.F._36203,ZONE09785,52,9.06,True,ADMIN02588,2023-03-30,Premium delivery zone,Low
ZMAP004201,P.F._25643,ZONE05476,48,4.51,False,ADMIN02819,2023-06-05,Newly added zone,Low
ZMAP004202,Red_19186,ZONE03030,30,,True,ADMIN02521,2024-03-02,Fast delivery available,Low
ZMAP004203,Panera_46488,ZONE05903,41,,False,ADMIN02896,2020-08-15,Fast delivery available,High
ZMAP004204,Red_91976,ZONE05586,51,7.88,False,ADMIN02278,2021-12-11,Low delivery fee zone,High
ZMAP004205,Olive_14101,ZONE05227,24,,True,ADMIN02893,2023-08-14,Premium delivery zone,High
ZMAP004206,Chipotle_83172,ZONE08767,41,,False,ADMIN02054,2020-08-21,Premium delivery zone,Medium
ZMAP004207,Panera_69878,ZONE05828,36,,False,ADMIN02800,2023-10-07,Fast delivery available,High
ZMAP004208,Texas_13447,ZONE01621,25,,True,ADMIN02757,2021-05-03,Fast delivery available,Medium
ZMAP004209,The_24340,ZONE04002,26,,False,ADMIN02948,2022-02-27,Fast delivery available,Medium
ZMAP004210,Chipotle_48292,ZONE04940,28,,True,ADMIN02674,2024-05-08,Fast delivery available,Medium
ZMAP004211,Olive_86851,ZONE03163,36,4.99,False,ADMIN02461,2022-06-30,Newly added zone,High
ZMAP004212,Texas_907,ZONE09273,38,,True,ADMIN02419,2023-06-20,Newly added zone,Low
ZMAP004213,Texas_30947,ZONE09782,34,9.59,False,ADMIN02325,2022-01-16,Newly added zone,Medium
ZMAP004214,Buffalo_36384,ZONE01796,55,,True,ADMIN02860,2022-08-12,High demand area,High
ZMAP004215,The_90470,ZONE04229,42,,False,ADMIN02394,2020-09-30,Newly added zone,Low
