coupon_id,code,discount,valid_from,valid_until,min_order_value,max_uses,current_uses,is_active,created_by,promotion
COUP01004,CODE2387O,30.08,2020-11-07,2027-02-08,53.26,321,124,True,Maria Rivera,PROMO00195
COUP01005,CODE5010G,9.36,2020-01-02,2027-02-17,22.14,32,6,True,Anthony Thompson,PROMO00315
COUP01006,CODE2360B,14.44,2021-11-26,2029-03-27,45.71,187,87,True,Brandon Miller,PROMO00874
COUP01007,CODE2460O,23.47,2020-09-07,2029-05-14,49.87,89,30,True,Alexander Barnes,PROMO00215
COUP01008,CODE3942V,35.1,2023-02-15,2026-03-29,35.67,103,11,True,Chelsea Brown,PROMO00386
COUP01009,CODE2987N,30.16,2024-09-09,2026-12-27,18.48,426,115,False,Annette Beltran,PROMO00844
COUP01010,CODE4823Z,25.58,2024-01-08,2025-05-03,11.41,428,277,False,Kyle Meza,PROMO00635
COUP01011,CODE7082G,7.75,2020-05-22,2028-03-05,60.71,360,53,False,Laura Gilbert,PROMO00854
COUP01012,CODE5453D,18.56,2023-02-14,2026-02-18,44.34,55,46,True,Clayton Taylor,PROMO00741
COUP01013,CODE6528P,28.81,2020-05-13,2029-08-30,90.07,228,151,False,David Adams,PROMO00453
COUP01014,CODE8574V,33.83,2020-08-20,2029-07-15,81.85,342,332,True,April Adams,PROMO00172
COUP01015,CODE8252T,25.14,2020-07-06,2027-02-14,32.68,406,90,False,James Hall,PROMO00546
COUP01016,CODE6145U,29.64,2020-08-14,2025-03-24,59.59,160,33,True,James Krause,PROMO00623
COUP01017,CODE1038W,37.75,2022-12-25,2028-08-06,71.42,438,317,False,Kelly Sutton,PROMO00046
COUP01018,CODE8868M,44.08,2022-04-19,2025-12-13,95.99,299,79,False,Lisa Hensley,PROMO00136
COUP01019,CODE9479I,15.7,2021-01-03,2025-08-21,32.63,72,39,False,Kimberly Choi,PROMO00733
COUP01020,CODE7501V,20.6,2020-10-02,2028-12-03,78.6,54,3,False,Jonathan Hawkins,PROMO00471
COUP01021,CODE4833Y,37.6,2024-02-08,2025-10-21,54.71,98,69,False,Mr. Dylan Smith,PROMO00490
COUP01022,CODE8628I,47.77,2021-08-03,2027-10-22,78.88,327,301,False,Dean Stevenson,PROMO00455
COUP01023,CODE1918E,48.11,2021-08-02,2028-05-04,46.32,129,63,False,James Lopez,PROMO00008
COUP01024,CODE5793O,44.9,2021-02-20,2026-03-18,29.65,344,305,True,Mary Glover,PROMO00576
COUP01025,CODE4444F,39.52,2024-02-19,2029-12-05,12.15,443,441,True,Jessica Barnes,PROMO00101
COUP01026,CODE6433S,45.74,2021-02-28,2028-05-22,52.11,45,19,True,Jonathon Poole,PROMO00900
COUP01027,CODE1349T,10.13,2022-12-24,2029-06-05,78.89,318,187,False,Tina Cooper,PROMO00053
COUP01028,CODE8932W,34.33,2020-02-12,2027-08-08,72.59,129,4,True,Sandra Sexton,PROMO00789
COUP01029,CODE7283H,33.89,2021-09-09,2029-08-30,63.2,483,125,False,Brooke Newman,PROMO00012
COUP01030,CODE3937E,49.6,2023-12-11,2025-05-11,60.4,334,194,False,Jonathan Clayton,PROMO00255
COUP01031,CODE3400U,18.89,2023-12-11,2029-09-09,22.79,446,98,True,Holly Hicks,PROMO00981
COUP01032,CODE9004A,12.43,2023-09-01,2026-09-24,23.27,456,46,True,Lori Stevens,PROMO00111
COUP01033,CODE5990K,45.92,2023-10-18,2028-03-13,86.06,457,81,True,Ross Mckee,PROMO00595
COUP01034,CODE7460A,37.86,2024-07-31,2028-02-09,22.82,429,210,True,Shane Jones,PROMO00693
COUP01035,CODE3763I,30.42,2023-09-07,2027-10-27,18.85,375,338,False,Amanda Williams,PROMO00121
COUP01036,CODE6358C,23.4,2020-02-02,2028-02-19,77.27,134,115,True,Terri Lozano,PROMO00636
COUP01037,CODE5131N,40.37,2022-09-18,2027-09-05,59.6,135,2,False,Brett Taylor,PROMO00395
COUP01038,CODE4095W,15.39,2023-03-30,2025-06-20,44.98,119,64,True,Jennifer Shepherd,PROMO00481
COUP01039,CODE3129R,43.31,2024-01-15,2028-04-18,81.88,438,242,True,Donna Gutierrez,PROMO00577
COUP01040,CODE8565Y,11.27,2023-09-28,2026-09-10,58.36,419,258,True,Steven Lewis,PROMO00192
COUP01041,CODE1404M,21.93,2021-09-09,2027-11-12,25.95,170,30,True,Matthew Strickland,PROMO00650
COUP01042,CODE5482M,16.16,2023-04-25,2025-06-24,51.28,20,14,True,Shirley Sharp,PROMO00186
COUP01043,CODE5697O,27.21,2021-08-11,2029-06-29,30.07,307,268,False,David Kelley,PROMO00573
COUP01044,CODE8406X,27.1,2024-01-17,2027-04-04,69.49,275,114,True,Michelle Richardson,PROMO00082
COUP01045,CODE6044L,19.8,2022-08-06,2028-01-18,33.06,327,324,False,Erika Lyons,PROMO00475
COUP01046,CODE4370S,46.81,2020-07-13,2025-08-18,71.53,196,16,True,Christina Stewart,PROMO00394
COUP01047,CODE4380E,40.83,2022-06-07,2026-08-29,70.58,355,126,False,Beth Taylor,PROMO00451
COUP01048,CODE3777I,20.97,2020-09-20,2025-03-21,92.2,464,66,True,Carrie Martin,PROMO00570
COUP01049,CODE8051Y,43.88,2021-02-07,2029-04-16,50.72,159,116,True,Melissa Sullivan,PROMO00902
COUP01050,CODE9575O,15.07,2024-05-21,2027-03-23,84.32,383,57,False,Kelly Davidson,PROMO00090
COUP01051,CODE9049D,31.4,2023-01-22,2026-08-04,13.68,486,401,True,Michelle Velez,PROMO00624
COUP01052,CODE1092L,12.54,2023-11-28,2025-04-20,21.41,326,316,True,Tammy Dennis,PROMO00417
COUP01053,CODE6602D,16.45,2021-10-15,2025-05-06,91.83,496,368,False,Victoria Munoz,PROMO00822
COUP01054,CODE8766J,21.78,2022-07-11,2027-07-08,60.89,241,12,True,Brandon Miller,PROMO00193
COUP01055,CODE9621L,32.06,2020-04-19,2025-02-20,52.96,453,90,True,Jennifer Ramsey,PROMO00728
COUP01056,CODE7648E,27.68,2023-11-24,2029-09-12,29.35,465,42,False,Sheila Villarreal,PROMO00348
COUP01057,CODE6392C,26.27,2024-12-02,2026-11-13,49.06,433,423,True,Stephanie Parker,PROMO00872
COUP01058,CODE7632R,41.96,2023-02-15,2028-11-22,73.02,16,12,True,Heather Sanders,PROMO00494
COUP01059,CODE1505U,13.58,2022-10-28,2025-10-27,59.53,168,156,True,Joanne Harrison,PROMO00947
COUP01060,CODE7319P,35.85,2022-03-06,2029-09-04,65.37,170,42,True,Michelle Myers,PROMO00829
COUP01061,CODE3923O,26.81,2021-08-31,2027-01-10,11.97,223,122,True,Vanessa Cameron,PROMO00950
COUP01062,CODE3160R,31.22,2020-09-26,2028-05-09,13.61,414,182,True,Steven Cox,PROMO00858
COUP01063,CODE2825E,23.9,2022-08-28,2028-06-09,92.73,240,81,True,Brian Williams,PROMO00286
COUP01064,CODE8047S,21.22,2020-06-02,2029-12-23,88.22,374,110,False,Megan Smith,PROMO00276
COUP01065,CODE1236Y,44.24,2023-03-15,2029-05-05,12.22,125,40,False,Michelle Rivas,PROMO00880
COUP01066,CODE1671Z,30.41,2023-09-24,2025-07-15,62.68,282,11,True,Terry Ellis,PROMO00076
COUP01067,CODE6231J,30.5,2024-12-16,2028-10-03,92.39,390,98,True,Benjamin Hill,PROMO00928
COUP01068,CODE7246M,7.64,2020-02-19,2027-06-13,19.75,174,173,False,Janet Flores,PROMO00944
COUP01069,CODE8726Y,45.4,2023-12-03,2027-06-15,32.78,270,233,True,Elizabeth Simpson,PROMO00273
COUP01070,CODE4655G,10.6,2020-12-04,2027-01-13,62.78,55,49,False,Christina Henderson,PROMO00143
COUP01071,CODE3751Z,45.32,2024-09-27,2025-09-07,74.97,209,145,True,Nicole Allen,PROMO00845
COUP01072,CODE6495C,34.39,2021-11-07,2026-12-29,36.45,132,127,False,Logan Garrett,PROMO00376
COUP01073,CODE4455K,38.82,2020-08-26,2028-10-15,86.5,348,259,False,Frank Murray,PROMO00042
COUP01074,CODE8635P,32.77,2022-10-20,2025-09-03,52.36,32,5,True,Angela Sandoval,PROMO00476
COUP01075,CODE7846S,13.27,2022-06-14,2026-03-08,35.81,173,36,False,Russell Villa,PROMO00039
COUP01076,CODE2011T,17.14,2020-06-20,2027-04-11,73.76,231,224,True,Charles Evans,PROMO00523
COUP01077,CODE3165T,13.55,2021-07-08,2025-09-04,71.8,215,41,True,Heather Tapia,PROMO00050
COUP01078,CODE9052Y,27.1,2022-08-02,2028-04-19,53.92,269,193,True,Julia Choi,PROMO00754
COUP01079,CODE2607I,43.96,2022-06-29,2028-10-12,66.7,273,137,True,Mr. Dwayne Ross,PROMO00157
COUP01080,CODE8642Q,5.08,2024-07-17,2027-11-06,55.29,453,418,False,Emma Daniels,PROMO00079
COUP01081,CODE3094L,10.21,2020-02-17,2025-08-12,31.45,204,27,False,Michael Miller,PROMO00806
COUP01082,CODE7249V,26.02,2022-01-23,2026-10-10,65.09,298,39,False,Thomas Ramirez,PROMO00990
COUP01083,CODE3156S,18.46,2023-07-03,2028-07-27,51.99,106,103,True,Lisa Gates,PROMO00288
COUP01084,CODE7976I,41.37,2021-03-11,2028-03-29,99.96,369,314,True,Michelle Cook,PROMO00998
COUP01085,CODE2203F,6.38,2024-12-18,2025-10-19,89.15,86,67,True,Carol Moore,PROMO00272
COUP01086,CODE2204T,33.01,2022-05-24,2025-05-17,23.09,201,61,True,Thomas Reyes,PROMO00584
COUP01087,CODE2849L,7.36,2023-01-22,2029-12-22,27.22,398,289,True,Rhonda Parker,PROMO00891
COUP01088,CODE5125U,28.21,2021-06-21,2028-01-10,53.71,87,29,False,Miranda Cooper,PROMO00361
COUP01089,CODE9280E,12.03,2024-04-15,2028-05-26,20.35,111,17,True,Kevin Good,PROMO00706
COUP01090,CODE2746Z,28.55,2020-12-01,2028-08-27,33.02,425,166,True,Kelly Walters,PROMO00882
COUP01091,CODE4986P,44.71,2023-06-24,2026-11-20,36.69,88,27,False,Christopher Manning,PROMO00794
COUP01092,CODE2603W,21.36,2023-12-06,2028-03-07,13.04,292,148,True,John Marshall,PROMO00892
COUP01093,CODE5977G,35.35,2024-07-17,2029-01-13,98.57,370,271,False,Mrs. Ashley Weber,PROMO00130
COUP01094,CODE5190S,34.2,2020-10-13,2027-04-15,15.07,323,132,True,Donald Johnson,PROMO00354
COUP01095,CODE4640P,10.07,2022-08-18,2025-11-23,33.1,327,54,True,Colton Reed,PROMO00581
COUP01096,CODE3289Z,13.18,2020-03-14,2026-12-01,36.36,250,193,True,Jessica Burns,PROMO00041
COUP01097,CODE1216B,16.5,2022-08-05,2028-01-01,22.98,490,62,False,Jordan Robinson,PROMO00358
COUP01098,CODE1126M,22.17,2024-09-03,2027-10-09,58.12,170,12,True,Christopher Davis,PROMO00020
COUP01099,CODE8285C,17.45,2024-08-07,2027-04-20,49.91,183,167,True,Brittany Ramsey,PROMO00393
COUP01100,CODE8543N,27.65,2024-06-21,2027-02-18,95.54,45,30,False,Amy Scott,PROMO00335
COUP01101,CODE9159T,48.04,2020-11-16,2029-05-18,41.94,229,181,False,Timothy Pena,PROMO00224
COUP01102,CODE4507C,19.69,2021-06-10,2025-12-18,77.72,365,300,False,Andrew Dixon,PROMO00459
COUP01103,CODE3677O,49.7,2023-01-24,2028-03-24,84.59,157,29,True,Rebecca Cochran,PROMO00565
COUP01104,CODE4997M,15.29,2023-12-28,2026-10-19,41.27,200,56,False,Rhonda Arnold,PROMO00514
COUP01105,CODE4271D,31.06,2023-06-13,2026-12-24,47.4,334,223,True,Richard Knight,PROMO00466
COUP01106,CODE8550B,41.0,2022-08-25,2028-02-17,47.4,323,217,False,John Salazar PhD,PROMO00539
COUP01107,CODE5304X,10.1,2024-03-11,2029-12-27,69.26,296,89,False,Christine Roberts,PROMO00347
COUP01108,CODE6579T,21.59,2024-08-31,2025-04-03,35.87,440,128,True,Gregory Cortez,PROMO00814
COUP01109,CODE1207W,13.47,2023-10-11,2025-10-13,27.33,399,78,True,Amy Johnson,PROMO00240
COUP01110,CODE3676U,34.04,2023-07-02,2026-09-16,77.48,12,5,False,Joshua Williamson,PROMO00011
COUP01111,CODE7260R,37.02,2024-12-28,2029-03-20,66.58,384,260,False,Patrick Horn,PROMO00662
COUP01112,CODE4916Y,8.84,2024-04-29,2027-10-18,38.05,444,129,True,Kevin Sherman,PROMO00741
COUP01113,CODE8738F,32.13,2022-08-01,2027-03-19,14.41,232,30,True,Ellen Macias,PROMO00091
COUP01114,CODE7300Q,13.72,2024-02-01,2026-11-01,18.86,182,158,False,Katrina West,PROMO00586
COUP01115,CODE5453H,37.76,2024-02-03,2027-01-06,92.13,308,149,True,Ms. Regina Walters,PROMO00251
COUP01116,CODE8259O,44.48,2020-11-29,2027-12-15,36.27,97,30,True,Steven Hansen,PROMO00678
COUP01117,CODE3649N,39.5,2023-06-28,2025-07-02,48.6,29,3,False,Alexander Campbell,PROMO00721
COUP01118,CODE7527P,29.24,2020-12-25,2027-03-31,51.93,19,19,False,Mitchell Mcneil,PROMO00111
COUP01119,CODE7728X,19.71,2021-04-01,2025-04-15,16.29,336,62,True,Alvin Stevens,PROMO00285
COUP01120,CODE9246O,16.72,2024-09-18,2027-02-25,70.32,386,12,True,Joe Mcdaniel,PROMO00265
COUP01121,CODE5968A,24.01,2021-09-13,2027-01-10,35.61,310,276,True,Kimberly Cox,PROMO00883
COUP01122,CODE4067L,47.33,2022-03-09,2028-02-23,51.7,124,117,True,Kaitlyn Archer,PROMO00937
COUP01123,CODE3537Q,17.95,2022-02-11,2028-07-27,40.99,87,70,True,Adam Snyder,PROMO00180
COUP01124,CODE5364L,35.38,2022-03-05,2026-08-06,89.98,335,289,True,Kristina Martinez,PROMO00922
COUP01125,CODE9897X,18.8,2024-01-04,2026-06-18,51.36,132,55,True,Alexandra Nguyen MD,PROMO00960
COUP01126,CODE5679B,39.26,2021-10-22,2028-01-10,33.22,258,30,False,David Johnson,PROMO00377
COUP01127,CODE1212E,6.95,2020-08-21,2026-05-18,22.95,41,8,True,Katherine Atkinson,PROMO00903
COUP01128,CODE7271P,20.71,2023-09-28,2025-06-09,88.35,319,241,True,George Adkins,PROMO00818
COUP01129,CODE4712H,17.63,2020-02-21,2025-08-10,23.35,26,4,True,Casey Smith,PROMO00093
COUP01130,CODE9757A,5.76,2024-03-07,2027-05-15,10.71,297,67,False,Susan Cervantes,PROMO00044
COUP01131,CODE5035C,36.81,2024-08-20,2026-04-06,10.31,36,6,True,Elizabeth Jones,PROMO00317
COUP01132,CODE2365U,44.93,2021-08-16,2025-07-31,17.98,68,59,True,Thomas Sanchez,PROMO00853
COUP01133,CODE1253W,5.3,2023-02-02,2028-03-26,36.16,150,31,False,Martha Strong,PROMO00549
COUP01134,CODE2966J,23.81,2024-11-09,2028-12-22,32.42,124,122,True,Jose Parks,PROMO00119
COUP01135,CODE5723P,25.25,2022-04-01,2025-07-04,78.2,293,125,True,Richard Adams,PROMO00146
COUP01136,CODE4193N,44.4,2020-10-10,2027-06-07,90.4,436,357,True,Alexis Daniels,PROMO00148
COUP01137,CODE9015F,20.89,2023-02-21,2026-04-17,96.96,465,418,True,Jason Atkins,PROMO00948
COUP01138,CODE3366L,39.41,2021-06-24,2025-10-07,29.86,246,197,False,Sandra Santos,PROMO00083
COUP01139,CODE3620H,39.34,2021-09-16,2029-06-06,14.03,487,307,False,Robin Evans,PROMO00396
COUP01140,CODE2408E,16.77,2022-08-25,2025-12-21,75.3,494,62,True,Patricia Parrish,PROMO00621
COUP01141,CODE9625C,25.13,2024-02-29,2028-06-12,59.22,303,291,False,Michael Simmons,PROMO00417
COUP01142,CODE4441R,29.8,2024-01-17,2025-05-23,28.9,270,243,False,Amy Pierce,PROMO00039
COUP01143,CODE9199T,27.59,2024-06-12,2025-03-14,49.79,317,154,True,Bradley Holmes,PROMO00475
COUP01144,CODE9533B,6.9,2023-12-26,2029-01-17,40.71,245,143,False,Tracy Mcgee,PROMO00113
COUP01145,CODE8763K,9.35,2023-07-28,2025-12-26,88.27,484,397,False,Gerald Young,PROMO00337
COUP01146,CODE6445W,10.27,2024-09-29,2025-11-11,68.57,359,136,False,Molly Bailey,PROMO00284
COUP01147,CODE4370N,25.85,2024-08-08,2027-07-05,87.97,308,160,True,Brett Hamilton,PROMO00277
COUP01148,CODE2105S,32.96,2020-06-23,2028-09-09,73.57,397,64,True,Gabrielle Cox,PROMO00298
COUP01149,CODE6908C,13.46,2022-02-27,2029-02-04,93.26,422,211,False,Rebecca Gibbs,PROMO00367
COUP01150,CODE5583Z,38.49,2020-07-26,2026-10-17,28.94,387,27,True,Sandra Kirk,PROMO00218
COUP01151,CODE6466G,13.87,2020-03-12,2025-10-29,78.77,408,287,True,Jillian Rodriguez,PROMO00282
COUP01152,CODE6563M,14.61,2020-10-29,2028-02-10,72.14,160,160,False,Megan Casey,PROMO00448
COUP01153,CODE2490U,46.41,2023-07-08,2026-04-29,51.31,371,206,True,Jaime Castillo,PROMO00957
COUP01154,CODE8209V,8.47,2021-02-15,2028-10-15,37.58,428,22,True,Ann Ryan,PROMO00846
COUP01155,CODE6358X,23.93,2022-03-21,2027-09-20,85.98,324,111,False,Carmen Porter,PROMO00984
COUP01156,CODE5304R,35.04,2022-06-11,2029-10-01,46.1,371,276,True,Ashley Thomas,PROMO00953
COUP01157,CODE1544Z,17.08,2020-08-07,2028-10-04,29.78,242,83,False,Katherine Griffin,PROMO00321
COUP01158,CODE3956C,22.16,2023-11-11,2027-11-02,56.97,250,25,True,Jennifer Edwards,PROMO00218
COUP01159,CODE5168W,43.17,2023-08-12,2025-04-28,47.99,38,12,True,Tyler Wallace,PROMO00846
COUP01160,CODE3667L,49.98,2021-07-10,2029-11-14,15.99,56,45,False,Linda Sanders,PROMO00511
COUP01161,CODE7881F,11.01,2020-01-22,2028-03-23,82.92,368,117,True,Eric Aguilar,PROMO00733
COUP01162,CODE4515E,9.08,2022-03-11,2029-04-16,83.02,459,408,True,David Carter,PROMO00922
COUP01163,CODE5276L,15.32,2023-10-31,2026-08-21,59.27,107,56,False,William Johnson,PROMO00013
COUP01164,CODE2365A,8.68,2022-02-25,2028-01-15,69.6,77,45,True,Corey Pierce,PROMO00085
COUP01165,CODE6066L,25.78,2020-08-30,2027-06-02,12.01,144,23,True,Michael Smith,PROMO00105
COUP01166,CODE6114Q,46.43,2022-03-30,2029-06-06,76.47,234,213,False,Jessica Carrillo,PROMO00881
COUP01167,CODE3471Y,46.08,2024-10-15,2026-03-17,93.77,200,149,False,Lisa Brewer,PROMO00069
COUP01168,CODE1306M,24.68,2023-12-31,2027-09-10,92.74,218,106,True,Joseph Brandt,PROMO00790
COUP01169,CODE6561O,28.58,2021-10-26,2026-11-25,84.69,214,47,True,Christian Roberts,PROMO00153
COUP01170,CODE7457H,23.29,2023-05-04,2026-03-08,92.18,218,43,True,Natalie Floyd,PROMO00791
COUP01171,CODE5773N,11.6,2020-08-29,2029-02-08,44.83,397,220,True,James Weaver,PROMO00187
COUP01172,CODE2976X,9.52,2022-08-26,2026-12-28,72.7,83,19,False,Christopher Porter,PROMO00112
COUP01173,CODE3255V,5.85,2020-08-23,2028-06-17,98.48,162,95,True,Diana Smith,PROMO00918
COUP01174,CODE9838E,21.78,2022-04-23,2029-05-21,90.85,112,45,True,Lori Reynolds,PROMO00356
COUP01175,CODE8680G,23.2,2024-11-06,2025-09-24,15.69,89,50,True,Renee Norris,PROMO00814
COUP01176,CODE5038T,36.39,2022-12-04,2025-05-15,86.55,387,52,False,Suzanne Guerrero,PROMO00959
COUP01177,CODE4187B,20.05,2022-09-24,2028-09-02,66.82,183,140,True,Matthew Sherman,PROMO00077
COUP01178,CODE4147L,46.41,2021-12-01,2026-12-21,90.16,412,57,True,Samantha Mercado,PROMO00447
COUP01179,CODE7002D,26.88,2021-03-10,2028-04-08,21.01,121,34,False,Robert Cantu,PROMO00738
COUP01180,CODE1304Q,47.55,2023-05-15,2025-02-06,14.46,487,378,False,Natasha Perry,PROMO00910
COUP01181,CODE6611J,42.97,2021-02-10,2028-03-28,40.12,144,42,False,David Rubio,PROMO00145
COUP01182,CODE4672H,46.55,2024-06-19,2027-06-30,29.42,202,83,True,Rose Jones,PROMO00107
COUP01183,CODE6620M,30.57,2023-02-25,2029-10-01,33.0,57,6,False,David Bishop,PROMO00110
COUP01184,CODE3758N,10.51,2023-05-08,2027-09-28,78.76,199,87,True,Ashley Lewis,PROMO00186
COUP01185,CODE9472W,11.53,2023-06-07,2029-02-23,42.87,312,201,False,Kimberly Stephenson,PROMO00654
COUP01186,CODE1501N,34.83,2023-01-25,2027-11-23,70.58,95,51,False,Alison Sanchez,PROMO00236
COUP01187,CODE3426W,46.25,2020-12-13,2027-08-31,53.63,45,33,True,Jennifer Sullivan,PROMO00296
COUP01188,CODE2502I,13.13,2022-12-18,2028-03-25,83.15,111,26,False,Daniel Martinez,PROMO00550
COUP01189,CODE3549R,48.95,2022-03-30,2028-03-22,45.1,360,115,True,Keith Bartlett,PROMO00077
COUP01190,CODE2085S,49.75,2022-07-10,2025-03-26,97.48,235,88,True,Andrew Ortega,PROMO00786
COUP01191,CODE8094W,49.14,2022-01-22,2027-11-24,37.21,243,47,True,Tracey Griffith,PROMO00831
COUP01192,CODE3771O,13.22,2024-03-05,2029-03-05,32.28,272,2,False,Sarah Miller,PROMO00713
COUP01193,CODE1631W,11.41,2020-07-16,2026-07-24,25.21,494,101,True,Stephanie Lowe,PROMO00518
COUP01194,CODE7566J,18.67,2022-01-07,2027-08-01,90.84,486,337,True,Shaun Nguyen,PROMO00362
COUP01195,CODE5727C,35.87,2020-03-01,2027-07-19,96.15,479,203,True,Amy Daniels,PROMO00480
COUP01196,CODE6934U,42.89,2021-02-07,2027-11-17,71.77,427,319,False,Amanda Gomez,PROMO00473
COUP01197,CODE9614U,13.74,2020-12-27,2027-12-09,12.76,214,54,True,Robert Brown,PROMO00129
COUP01198,CODE3374V,23.0,2023-04-18,2028-10-05,56.45,285,71,False,Cassidy Miller,PROMO00824
COUP01199,CODE1563X,36.24,2023-08-14,2027-07-08,16.43,494,66,False,Aaron Thomas,PROMO00034
COUP01200,CODE2824D,26.25,2022-04-26,2025-11-28,18.31,10,10,True,Adam Roberts,PROMO00685
COUP01201,CODE9641I,42.01,2023-09-27,2026-08-06,40.0,296,76,True,Richard Johnson,PROMO00667
COUP01202,CODE3489V,23.96,2022-07-04,2027-04-18,39.27,97,44,True,Raymond Scott,PROMO00269
COUP01203,CODE4910Y,47.42,2021-06-08,2027-08-19,12.41,374,21,False,Amy Ward,PROMO00597
COUP01204,CODE9271F,33.18,2022-02-21,2029-02-18,75.06,214,59,False,Dale Browning,PROMO00297
COUP01205,CODE8238L,34.12,2020-10-29,2027-03-18,15.2,70,35,True,Gregory Murphy,PROMO00344
COUP01206,CODE3742N,40.33,2023-08-08,2026-06-03,51.47,170,83,True,Kimberly Jefferson,PROMO00696
COUP01207,CODE4042D,12.31,2023-02-07,2029-03-22,92.67,101,13,False,Karen Shepard,PROMO00008
COUP01208,CODE9547O,12.52,2023-05-15,2029-06-04,32.41,493,205,False,David Rios,PROMO00713
COUP01209,CODE4399N,44.32,2024-06-08,2029-01-19,56.28,186,48,True,Melissa Gutierrez,PROMO00181
COUP01210,CODE1140X,22.68,2022-06-11,2029-11-24,39.13,474,254,False,Erica James,PROMO00255
COUP01211,CODE8960D,20.27,2023-06-06,2029-02-25,44.93,488,127,True,Richard Murphy,PROMO00526
COUP01212,CODE2538V,36.21,2020-11-08,2025-11-15,66.06,354,61,False,Andrea Smith,PROMO00533
COUP01213,CODE8100I,34.15,2022-06-17,2027-08-16,52.76,361,261,True,Kathryn Henderson,PROMO00621
COUP01214,CODE4583J,17.19,2022-01-08,2026-05-05,63.33,182,154,False,Patrick Warren,PROMO00972
COUP01215,CODE5589I,8.24,2020-06-22,2025-02-14,96.16,248,154,True,Brandon Cisneros,PROMO00738
COUP01216,CODE8756Q,23.86,2020-07-23,2026-08-05,17.77,78,68,True,Jessica Moore,PROMO00693
COUP01217,CODE5253L,27.2,2023-05-16,2025-10-01,81.57,198,12,False,Paul Evans,PROMO00975
COUP01218,CODE1323X,11.5,2024-09-06,2026-09-10,25.85,151,52,False,Charles Bauer,PROMO00461
COUP01219,CODE7611C,15.49,2020-05-25,2026-03-14,17.72,297,290,True,Barbara Pham,PROMO00891
COUP01220,CODE2668X,10.38,2020-12-08,2029-04-24,50.76,360,83,True,Stephen Thomas,PROMO00875
COUP01221,CODE6652R,43.49,2020-04-08,2025-03-26,75.78,83,41,False,Jose Galloway,PROMO00699
COUP01222,CODE6312B,34.81,2024-06-02,2025-09-20,91.48,78,0,False,Kimberly Norton,PROMO00581
COUP01223,CODE4470M,6.49,2021-01-31,2028-12-03,83.38,269,212,False,William Mcknight,PROMO00520
COUP01224,CODE7143W,30.37,2024-06-06,2026-04-10,86.71,321,49,False,Cynthia Acosta,PROMO00198
COUP01225,CODE6700R,9.48,2024-12-28,2027-03-22,22.39,241,134,False,Denise Hanson,PROMO00488
COUP01226,CODE9013W,27.2,2024-12-23,2028-05-22,27.2,405,330,False,Felicia Phillips,PROMO00532
COUP01227,CODE1678I,27.41,2023-08-15,2025-02-27,52.04,426,185,True,Johnathan Schroeder,PROMO00127
COUP01228,CODE2571R,37.27,2020-02-12,2026-05-09,48.74,18,4,False,Danielle Greene,PROMO00897
COUP01229,CODE1129D,39.03,2020-09-12,2027-08-08,41.89,400,264,False,Elizabeth Walker,PROMO00515
COUP01230,CODE8279B,7.21,2021-10-17,2029-02-22,85.91,334,276,True,Eddie Mccoy,PROMO00033
COUP01231,CODE7950V,43.66,2024-12-12,2025-12-29,13.48,350,155,True,Alison Joseph,PROMO00446
COUP01232,CODE9480W,17.69,2023-08-29,2028-12-27,21.83,71,5,False,Michael Byrd,PROMO00198
COUP01233,CODE9931F,16.4,2021-02-12,2027-01-17,74.57,127,55,True,Cynthia Johnson,PROMO00013
COUP01234,CODE5770P,5.29,2023-02-10,2028-03-27,26.45,272,232,False,Ashley Medina,PROMO00589
COUP01235,CODE9917W,35.28,2022-10-23,2027-06-27,13.85,342,265,False,Robert Brooks,PROMO00294
COUP01236,CODE7975L,31.41,2023-12-13,2029-01-26,76.27,356,44,True,Stacy Walters,PROMO00479
COUP01237,CODE5266C,33.65,2022-11-26,2028-11-23,29.27,125,61,False,Mark Holmes,PROMO00780
COUP01238,CODE2984V,18.49,2021-07-17,2028-05-20,54.28,242,64,True,Vanessa Mccoy,PROMO00549
COUP01239,CODE7418P,25.61,2021-01-05,2029-12-22,53.84,210,74,False,Joshua Carlson,PROMO00340
COUP01240,CODE7212G,6.52,2020-05-04,2028-06-13,71.87,26,11,False,Anthony Burke,PROMO00768
COUP01241,CODE8865W,9.93,2022-10-05,2027-10-30,63.23,490,482,False,Tamara Olson,PROMO00677
COUP01242,CODE7591E,15.23,2023-10-19,2027-10-31,74.11,433,141,False,Robert Wolfe,PROMO00377
COUP01243,CODE6630A,41.2,2021-02-24,2026-11-09,88.73,112,58,False,Sara Pacheco,PROMO00231
COUP01244,CODE5227S,13.06,2023-11-20,2029-01-06,51.75,308,129,True,Monica Pineda,PROMO00818
COUP01245,CODE9841N,39.67,2023-05-31,2026-06-06,12.51,360,282,False,Pamela Davis,PROMO00900
COUP01246,CODE8900L,43.15,2020-12-04,2027-01-30,69.86,130,93,True,Crystal Garner,PROMO00482
COUP01247,CODE9714Q,23.59,2024-03-11,2028-07-20,56.13,476,172,True,Brittany Murphy,PROMO00250
COUP01248,CODE7212N,8.62,2024-08-14,2026-02-12,59.7,367,111,True,Andrea Herman,PROMO00681
COUP01249,CODE2599V,47.28,2024-06-15,2028-09-16,78.62,142,125,True,Patrick Bartlett,PROMO00345
