delivery_id,order_id,partner_id,delivery_date,status,estimated_time,actual_time,distance,delivery_rating,comments
DLV005350,ORD005350,PARTNER0386,2024-06-21,Pending,15,23,41.26,1,Delayed but satisfactory.
DLV005351,ORD005351,PARTNER0489,2024-12-13,Cancelled,46,33,38.4,2,Delayed but satisfactory.
DLV005352,ORD005352,PARTNER0136,2020-08-30,Cancelled,105,50,41.71,4,Delivery failed.
DLV005353,ORD005353,PARTNER0340,2022-05-22,Cancelled,77,17,39.0,4,Excellent service!
DLV005354,ORD005354,PARTNER0473,2023-03-20,Delivered,66,134,48.28,2,Delivery failed.
DLV005355,ORD005355,PARTNER0358,2022-03-22,Cancelled,87,64,20.93,3,Delayed but satisfactory.
DLV005356,ORD005356,PARTNER0092,2024-03-15,Pending,56,135,36.6,4,Delayed but satisfactory.
DLV005357,ORD005357,PARTNER0334,2024-10-23,Cancelled,49,86,17.29,2,Delivery failed.
DLV005358,ORD005358,PARTNER0189,2023-12-04,Delivered,113,125,18.09,3,Quick delivery!
DLV005359,ORD005359,PARTNER0439,2024-02-15,Cancelled,22,144,27.6,1,Excellent service!
DLV005360,ORD005360,PARTNER0495,2022-07-07,Cancelled,118,107,3.15,3,Delayed but satisfactory.
DLV005361,ORD005361,PARTNER0123,2022-03-31,Pending,56,19,49.05,5,Quick delivery!
DLV005362,ORD005362,PARTNER0124,2022-03-07,Cancelled,101,46,20.8,1,Delivery failed.
DLV005363,ORD005363,PARTNER0173,2024-11-22,Cancelled,21,93,32.16,2,Delivery failed.
DLV005364,ORD005364,PARTNER0030,2022-09-09,Cancelled,56,64,39.6,4,Delivery failed.
DLV005365,ORD005365,PARTNER0011,2021-01-04,Pending,101,67,27.12,3,Quick delivery!
DLV005366,ORD005366,PARTNER0179,2020-07-05,Delivered,80,16,7.02,2,Delivery failed.
DLV005367,ORD005367,PARTNER0469,2024-05-24,Pending,33,102,22.73,3,Delayed but satisfactory.
DLV005368,ORD005368,PARTNER0461,2024-10-12,Pending,43,81,17.21,3,Delayed but satisfactory.
DLV005369,ORD005369,PARTNER0389,2023-10-01,Delivered,56,125,1.47,4,Delivery failed.
DLV005370,ORD005370,PARTNER0237,2023-01-26,Pending,48,54,46.35,5,Delivery failed.
DLV005371,ORD005371,PARTNER0157,2022-08-17,Pending,79,143,40.0,3,Delivery failed.
DLV005372,ORD005372,PARTNER0029,2021-12-20,Delivered,92,107,48.58,5,Delivery failed.
DLV005373,ORD005373,PARTNER0222,2020-12-02,Cancelled,35,147,11.33,3,Delivery failed.
DLV005374,ORD005374,PARTNER0289,2021-05-14,Cancelled,72,49,23.13,1,Delayed but satisfactory.
DLV005375,ORD005375,PARTNER0256,2020-06-03,Pending,55,24,9.99,1,Delayed but satisfactory.
DLV005376,ORD005376,PARTNER0102,2024-11-03,Delivered,57,103,30.3,5,Quick delivery!
DLV005377,ORD005377,PARTNER0234,2021-12-24,Cancelled,110,121,15.47,4,Delayed but satisfactory.
DLV005378,ORD005378,PARTNER0269,2020-12-12,Cancelled,22,114,6.73,4,Delayed but satisfactory.
DLV005379,ORD005379,PARTNER0008,2023-04-12,Delivered,85,150,18.22,1,Delayed but satisfactory.
DLV005380,ORD005380,PARTNER0222,2022-08-24,Delivered,77,141,11.6,1,Delayed but satisfactory.
DLV005381,ORD005381,PARTNER0225,2024-07-06,Pending,36,116,5.46,4,Excellent service!
DLV005382,ORD005382,PARTNER0251,2023-08-18,Cancelled,104,133,45.57,5,Delivery failed.
DLV005383,ORD005383,PARTNER0401,2023-08-17,Pending,111,32,32.11,5,Delivery failed.
DLV005384,ORD005384,PARTNER0331,2020-01-10,Delivered,41,64,47.57,4,Delivery failed.
DLV005385,ORD005385,PARTNER0267,2023-05-20,Pending,30,64,9.16,2,Excellent service!
DLV005386,ORD005386,PARTNER0288,2021-05-15,Delivered,43,139,47.37,5,Excellent service!
DLV005387,ORD005387,PARTNER0382,2020-12-01,Cancelled,30,83,3.52,2,Excellent service!
DLV005388,ORD005388,PARTNER0317,2021-01-01,Pending,62,33,43.11,2,Delayed but satisfactory.
DLV005389,ORD005389,PARTNER0336,2024-08-06,Pending,65,142,11.32,5,Delayed but satisfactory.
DLV005390,ORD005390,PARTNER0366,2024-05-18,Cancelled,60,110,12.77,3,Excellent service!
DLV005391,ORD005391,PARTNER0146,2020-08-19,Cancelled,26,44,9.45,5,Quick delivery!
DLV005392,ORD005392,PARTNER0459,2020-11-22,Delivered,84,107,49.11,2,Delivery failed.
DLV005393,ORD005393,PARTNER0430,2021-02-05,Pending,69,16,16.8,2,Delivery failed.
DLV005394,ORD005394,PARTNER0071,2023-11-05,Pending,39,124,12.68,3,Excellent service!
DLV005395,ORD005395,PARTNER0288,2021-03-10,Pending,82,20,15.15,1,Excellent service!
DLV005396,ORD005396,PARTNER0321,2024-03-01,Cancelled,18,92,10.32,4,Excellent service!
DLV005397,ORD005397,PARTNER0150,2020-12-31,Delivered,21,143,30.74,5,Excellent service!
DLV005398,ORD005398,PARTNER0324,2020-02-05,Delivered,47,24,28.4,2,Delivery failed.
DLV005399,ORD005399,PARTNER0110,2020-09-05,Delivered,52,26,21.82,5,Delayed but satisfactory.
DLV005400,ORD005400,PARTNER0362,2022-08-09,Cancelled,110,30,30.21,2,Delayed but satisfactory.
DLV005401,ORD005401,PARTNER0397,2024-10-02,Delivered,16,135,14.33,3,Delayed but satisfactory.
DLV005402,ORD005402,PARTNER0342,2023-04-14,Pending,38,119,10.6,2,Quick delivery!
DLV005403,ORD005403,PARTNER0453,2021-03-08,Pending,63,51,3.34,1,Delayed but satisfactory.
DLV005404,ORD005404,PARTNER0023,2023-05-16,Pending,23,74,41.41,5,Delayed but satisfactory.
DLV005405,ORD005405,PARTNER0251,2023-08-22,Cancelled,99,23,11.67,5,Delivery failed.
DLV005406,ORD005406,PARTNER0235,2022-06-05,Cancelled,45,134,43.9,2,Delayed but satisfactory.
DLV005407,ORD005407,PARTNER0364,2023-10-02,Pending,20,53,1.69,4,Quick delivery!
DLV005408,ORD005408,PARTNER0401,2024-10-31,Cancelled,106,122,5.75,3,Delivery failed.
DLV005409,ORD005409,PARTNER0033,2021-07-04,Pending,41,150,10.22,2,Quick delivery!
DLV005410,ORD005410,PARTNER0325,2024-12-12,Delivered,93,93,1.16,5,Delivery failed.
DLV005411,ORD005411,PARTNER0481,2022-04-12,Delivered,63,76,11.18,1,Excellent service!
DLV005412,ORD005412,PARTNER0499,2021-01-01,Pending,40,107,47.17,4,Delivery failed.
DLV005413,ORD005413,PARTNER0230,2020-05-05,Cancelled,73,137,39.99,5,Delivery failed.
DLV005414,ORD005414,PARTNER0467,2022-09-19,Cancelled,84,111,28.8,3,Delivery failed.
DLV005415,ORD005415,PARTNER0239,2020-07-13,Cancelled,40,48,19.06,3,Delivery failed.
DLV005416,ORD005416,PARTNER0192,2022-10-21,Delivered,84,52,22.12,1,Excellent service!
DLV005417,ORD005417,PARTNER0381,2020-02-09,Delivered,112,88,3.32,4,Delivery failed.
DLV005418,ORD005418,PARTNER0307,2020-07-22,Pending,27,104,35.03,5,Delivery failed.
DLV005419,ORD005419,PARTNER0411,2020-12-24,Delivered,68,89,45.31,2,Excellent service!
DLV005420,ORD005420,PARTNER0262,2022-05-16,Pending,24,103,2.58,3,Delayed but satisfactory.
DLV005421,ORD005421,PARTNER0123,2023-03-25,Cancelled,96,144,34.01,1,Excellent service!
DLV005422,ORD005422,PARTNER0452,2024-07-18,Pending,28,103,15.87,4,Excellent service!
DLV005423,ORD005423,PARTNER0468,2020-06-16,Delivered,20,18,4.18,3,Delayed but satisfactory.
DLV005424,ORD005424,PARTNER0497,2021-01-19,Delivered,71,140,10.41,2,Quick delivery!
DLV005425,ORD005425,PARTNER0070,2024-08-12,Delivered,83,37,48.07,4,Quick delivery!
DLV005426,ORD005426,PARTNER0486,2020-02-25,Pending,119,145,39.95,5,Quick delivery!
DLV005427,ORD005427,PARTNER0343,2023-04-13,Cancelled,40,79,46.7,4,Delayed but satisfactory.
DLV005428,ORD005428,PARTNER0345,2020-09-01,Delivered,89,98,7.13,1,Delivery failed.
DLV005429,ORD005429,PARTNER0466,2020-05-11,Cancelled,83,95,12.88,1,Quick delivery!
DLV005430,ORD005430,PARTNER0208,2024-10-09,Pending,32,16,14.2,4,Excellent service!
DLV005431,ORD005431,PARTNER0435,2023-08-08,Cancelled,110,34,6.61,5,Delayed but satisfactory.
DLV005432,ORD005432,PARTNER0341,2021-04-25,Cancelled,99,56,47.61,1,Delayed but satisfactory.
DLV005433,ORD005433,PARTNER0228,2023-11-28,Pending,25,44,38.09,3,Quick delivery!
DLV005434,ORD005434,PARTNER0303,2024-06-03,Cancelled,17,117,35.45,1,Excellent service!
DLV005435,ORD005435,PARTNER0215,2023-12-07,Cancelled,18,15,18.6,5,Delayed but satisfactory.
DLV005436,ORD005436,PARTNER0258,2023-10-06,Delivered,96,145,1.56,4,Delivery failed.
DLV005437,ORD005437,PARTNER0201,2022-11-21,Pending,63,58,29.85,4,Delivery failed.
DLV005438,ORD005438,PARTNER0193,2020-10-28,Delivered,42,96,40.5,1,Quick delivery!
DLV005439,ORD005439,PARTNER0442,2020-02-19,Pending,108,109,48.45,1,Delivery failed.
DLV005440,ORD005440,PARTNER0359,2020-11-25,Delivered,28,83,40.36,5,Excellent service!
DLV005441,ORD005441,PARTNER0181,2024-06-07,Pending,54,74,2.02,2,Delivery failed.
DLV005442,ORD005442,PARTNER0256,2024-04-05,Cancelled,55,135,47.7,2,Excellent service!
DLV005443,ORD005443,PARTNER0208,2020-07-09,Delivered,25,21,31.14,4,Delivery failed.
DLV005444,ORD005444,PARTNER0356,2021-04-19,Delivered,20,118,24.71,3,Quick delivery!
DLV005445,ORD005445,PARTNER0135,2022-07-05,Pending,88,46,48.33,4,Delayed but satisfactory.
DLV005446,ORD005446,PARTNER0025,2022-05-16,Cancelled,62,116,41.75,4,Quick delivery!
DLV005447,ORD005447,PARTNER0182,2023-05-28,Pending,43,146,6.34,4,Quick delivery!
DLV005448,ORD005448,PARTNER0040,2021-10-05,Pending,89,85,19.32,2,Delivery failed.
DLV005449,ORD005449,PARTNER0024,2024-02-14,Cancelled,24,92,17.31,4,Delayed but satisfactory.
DLV005450,ORD005450,PARTNER0145,2022-01-18,Delivered,56,116,1.95,5,Quick delivery!
DLV005451,ORD005451,PARTNER0276,2021-05-23,Delivered,28,109,49.71,4,Delayed but satisfactory.
DLV005452,ORD005452,PARTNER0218,2024-03-14,Delivered,63,52,43.72,1,Excellent service!
DLV005453,ORD005453,PARTNER0299,2022-07-14,Delivered,110,113,28.77,3,Excellent service!
DLV005454,ORD005454,PARTNER0475,2024-03-12,Delivered,64,146,39.74,3,Delayed but satisfactory.
DLV005455,ORD005455,PARTNER0496,2023-04-28,Cancelled,43,84,14.32,1,Excellent service!
DLV005456,ORD005456,PARTNER0031,2024-11-13,Delivered,59,19,26.36,3,Excellent service!
DLV005457,ORD005457,PARTNER0382,2022-02-21,Pending,97,145,25.88,2,Excellent service!
DLV005458,ORD005458,PARTNER0027,2021-03-16,Cancelled,82,59,46.71,5,Delayed but satisfactory.
DLV005459,ORD005459,PARTNER0274,2021-05-20,Pending,68,91,40.97,5,Delayed but satisfactory.
DLV005460,ORD005460,PARTNER0481,2023-03-02,Delivered,112,86,30.86,4,Excellent service!
DLV005461,ORD005461,PARTNER0196,2023-05-26,Delivered,92,149,48.68,2,Delayed but satisfactory.
DLV005462,ORD005462,PARTNER0295,2023-03-13,Delivered,60,120,13.24,5,Excellent service!
DLV005463,ORD005463,PARTNER0170,2022-10-14,Pending,78,143,30.0,4,Delayed but satisfactory.
DLV005464,ORD005464,PARTNER0179,2023-09-13,Delivered,28,43,2.74,2,Delayed but satisfactory.
DLV005465,ORD005465,PARTNER0203,2023-10-07,Pending,20,116,39.68,5,Delivery failed.
DLV005466,ORD005466,PARTNER0305,2020-05-29,Delivered,17,54,23.62,1,Delayed but satisfactory.
DLV005467,ORD005467,PARTNER0387,2023-07-27,Pending,90,82,32.0,3,Excellent service!
DLV005468,ORD005468,PARTNER0134,2020-03-15,Cancelled,65,87,12.57,3,Excellent service!
DLV005469,ORD005469,PARTNER0152,2022-08-19,Pending,113,108,44.25,5,Quick delivery!
DLV005470,ORD005470,PARTNER0069,2021-03-16,Pending,51,137,23.65,4,Quick delivery!
DLV005471,ORD005471,PARTNER0158,2022-04-22,Cancelled,66,79,6.72,2,Excellent service!
DLV005472,ORD005472,PARTNER0291,2022-11-19,Delivered,78,96,32.29,5,Delivery failed.
DLV005473,ORD005473,PARTNER0363,2021-03-11,Pending,87,31,29.37,4,Delayed but satisfactory.
DLV005474,ORD005474,PARTNER0044,2021-05-29,Pending,97,100,42.71,1,Delivery failed.
DLV005475,ORD005475,PARTNER0200,2024-04-13,Delivered,102,18,40.21,1,Quick delivery!
DLV005476,ORD005476,PARTNER0235,2022-07-02,Pending,71,134,40.55,3,Excellent service!
DLV005477,ORD005477,PARTNER0244,2024-12-31,Pending,70,108,46.19,3,Excellent service!
DLV005478,ORD005478,PARTNER0123,2020-08-11,Delivered,58,78,10.5,1,Quick delivery!
DLV005479,ORD005479,PARTNER0487,2022-12-18,Delivered,42,86,9.49,1,Excellent service!
DLV005480,ORD005480,PARTNER0370,2022-07-06,Delivered,27,21,28.67,2,Delayed but satisfactory.
DLV005481,ORD005481,PARTNER0039,2024-07-29,Cancelled,49,54,15.21,5,Delivery failed.
DLV005482,ORD005482,PARTNER0494,2023-05-24,Cancelled,58,61,10.47,2,Excellent service!
DLV005483,ORD005483,PARTNER0073,2022-12-31,Cancelled,117,63,23.2,3,Delayed but satisfactory.
DLV005484,ORD005484,PARTNER0320,2021-12-19,Pending,16,36,43.75,2,Delayed but satisfactory.
DLV005485,ORD005485,PARTNER0418,2022-02-23,Cancelled,70,90,34.18,5,Quick delivery!
DLV005486,ORD005486,PARTNER0083,2020-12-11,Cancelled,44,65,8.9,1,Delivery failed.
DLV005487,ORD005487,PARTNER0473,2023-09-02,Pending,39,115,26.41,5,Excellent service!
DLV005488,ORD005488,PARTNER0404,2021-09-03,Cancelled,39,101,9.71,1,Quick delivery!
DLV005489,ORD005489,PARTNER0130,2022-06-08,Delivered,38,71,36.7,2,Quick delivery!
DLV005490,ORD005490,PARTNER0012,2021-05-30,Pending,87,60,5.38,1,Delayed but satisfactory.
DLV005491,ORD005491,PARTNER0365,2020-09-25,Cancelled,90,100,16.88,1,Delivery failed.
DLV005492,ORD005492,PARTNER0444,2021-01-25,Pending,97,122,1.78,5,Delayed but satisfactory.
DLV005493,ORD005493,PARTNER0282,2021-08-14,Delivered,80,78,32.09,1,Delayed but satisfactory.
DLV005494,ORD005494,PARTNER0315,2020-11-09,Cancelled,27,102,5.79,4,Quick delivery!
DLV005495,ORD005495,PARTNER0188,2020-01-30,Delivered,112,64,43.49,1,Quick delivery!
DLV005496,ORD005496,PARTNER0214,2020-01-24,Delivered,104,19,4.91,1,Excellent service!
DLV005497,ORD005497,PARTNER0238,2020-11-20,Pending,21,75,29.87,4,Delayed but satisfactory.
DLV005498,ORD005498,PARTNER0474,2021-02-03,Cancelled,86,121,4.02,2,Quick delivery!
DLV005499,ORD005499,PARTNER0220,2022-03-16,Delivered,62,35,48.82,2,Delayed but satisfactory.
DLV005500,ORD005500,PARTNER0362,2022-06-28,Pending,55,108,28.03,2,Delivery failed.
DLV005501,ORD005501,PARTNER0293,2023-08-14,Pending,120,68,22.77,3,Delayed but satisfactory.
DLV005502,ORD005502,PARTNER0116,2022-02-10,Delivered,36,44,47.68,4,Delivery failed.
DLV005503,ORD005503,PARTNER0122,2022-02-26,Delivered,108,37,3.43,2,Excellent service!
DLV005504,ORD005504,PARTNER0238,2024-09-24,Cancelled,39,37,6.98,4,Delivery failed.
DLV005505,ORD005505,PARTNER0482,2021-05-05,Pending,17,90,10.86,3,Delivery failed.
DLV005506,ORD005506,PARTNER0211,2021-01-15,Pending,55,71,6.72,4,Delivery failed.
DLV005507,ORD005507,PARTNER0405,2020-11-27,Cancelled,25,146,1.05,2,Excellent service!
DLV005508,ORD005508,PARTNER0048,2021-08-28,Cancelled,36,34,9.39,4,Quick delivery!
DLV005509,ORD005509,PARTNER0083,2021-02-23,Delivered,102,136,39.71,5,Delivery failed.
DLV005510,ORD005510,PARTNER0317,2020-05-14,Pending,75,88,31.79,2,Delayed but satisfactory.
DLV005511,ORD005511,PARTNER0324,2024-05-24,Delivered,95,108,31.98,1,Delivery failed.
DLV005512,ORD005512,PARTNER0280,2022-08-11,Delivered,26,82,37.52,3,Delivery failed.
DLV005513,ORD005513,PARTNER0099,2024-12-14,Cancelled,64,135,25.0,3,Excellent service!
DLV005514,ORD005514,PARTNER0212,2021-11-28,Pending,72,113,18.72,2,Excellent service!
DLV005515,ORD005515,PARTNER0449,2023-11-15,Cancelled,60,124,26.17,2,Excellent service!
DLV005516,ORD005516,PARTNER0487,2022-06-24,Pending,33,15,1.45,2,Quick delivery!
DLV005517,ORD005517,PARTNER0383,2024-08-16,Delivered,75,84,18.56,4,Excellent service!
DLV005518,ORD005518,PARTNER0154,2021-06-17,Delivered,31,118,33.44,4,Excellent service!
DLV005519,ORD005519,PARTNER0111,2022-02-23,Cancelled,32,17,19.3,1,Delivery failed.
DLV005520,ORD005520,PARTNER0116,2021-03-24,Delivered,54,18,12.69,5,Quick delivery!
DLV005521,ORD005521,PARTNER0437,2022-08-23,Delivered,21,90,2.95,1,Delayed but satisfactory.
DLV005522,ORD005522,PARTNER0158,2021-05-18,Pending,92,71,19.68,5,Delivery failed.
DLV005523,ORD005523,PARTNER0159,2021-08-19,Delivered,53,36,34.91,5,Delayed but satisfactory.
DLV005524,ORD005524,PARTNER0481,2024-04-24,Pending,59,77,12.49,3,Excellent service!
DLV005525,ORD005525,PARTNER0388,2022-02-19,Cancelled,91,28,32.01,5,Quick delivery!
DLV005526,ORD005526,PARTNER0038,2021-08-21,Cancelled,44,71,34.39,4,Quick delivery!
DLV005527,ORD005527,PARTNER0400,2024-08-07,Cancelled,26,115,4.36,3,Delivery failed.
DLV005528,ORD005528,PARTNER0137,2022-01-05,Cancelled,78,134,23.39,1,Delivery failed.
DLV005529,ORD005529,PARTNER0155,2020-01-20,Pending,115,39,10.83,4,Excellent service!
DLV005530,ORD005530,PARTNER0311,2022-11-05,Delivered,93,107,6.18,2,Delayed but satisfactory.
DLV005531,ORD005531,PARTNER0149,2021-07-15,Pending,25,79,47.9,4,Quick delivery!
DLV005532,ORD005532,PARTNER0120,2022-01-10,Pending,64,25,45.52,5,Excellent service!
DLV005533,ORD005533,PARTNER0396,2022-03-01,Cancelled,15,79,9.92,5,Delivery failed.
DLV005534,ORD005534,PARTNER0493,2023-08-18,Cancelled,78,37,3.46,5,Delivery failed.
DLV005535,ORD005535,PARTNER0407,2023-03-26,Cancelled,117,127,37.82,4,Excellent service!
DLV005536,ORD005536,PARTNER0495,2023-01-31,Pending,31,138,26.09,2,Delayed but satisfactory.
DLV005537,ORD005537,PARTNER0414,2024-04-25,Delivered,95,96,36.5,2,Delivery failed.
DLV005538,ORD005538,PARTNER0336,2021-01-12,Pending,27,51,31.55,3,Excellent service!
DLV005539,ORD005539,PARTNER0357,2023-06-02,Delivered,69,43,41.91,1,Excellent service!
DLV005540,ORD005540,PARTNER0395,2021-03-14,Delivered,32,102,24.42,1,Delayed but satisfactory.
DLV005541,ORD005541,PARTNER0295,2024-10-05,Pending,100,88,11.19,2,Delayed but satisfactory.
DLV005542,ORD005542,PARTNER0350,2021-02-09,Pending,70,15,6.03,3,Quick delivery!
DLV005543,ORD005543,PARTNER0020,2022-05-02,Pending,22,29,32.21,4,Delayed but satisfactory.
DLV005544,ORD005544,PARTNER0453,2023-10-16,Pending,20,17,21.49,5,Quick delivery!
DLV005545,ORD005545,PARTNER0320,2023-05-22,Delivered,56,128,24.57,1,Delivery failed.
DLV005546,ORD005546,PARTNER0135,2023-06-12,Pending,103,38,22.72,1,Excellent service!
DLV005547,ORD005547,PARTNER0423,2023-11-28,Pending,81,141,38.1,2,Quick delivery!
DLV005548,ORD005548,PARTNER0084,2021-05-15,Cancelled,20,130,35.74,1,Quick delivery!
DLV005549,ORD005549,PARTNER0034,2023-05-12,Pending,105,44,16.91,3,Excellent service!
DLV005550,ORD005550,PARTNER0071,2021-06-07,Cancelled,37,133,27.78,3,Delivery failed.
DLV005551,ORD005551,PARTNER0354,2024-12-03,Pending,113,89,23.58,1,Delayed but satisfactory.
DLV005552,ORD005552,PARTNER0218,2023-05-19,Delivered,113,113,27.37,3,Quick delivery!
DLV005553,ORD005553,PARTNER0018,2020-10-17,Delivered,17,25,41.34,5,Delayed but satisfactory.
DLV005554,ORD005554,PARTNER0417,2022-02-26,Cancelled,54,75,38.95,5,Delivery failed.
DLV005555,ORD005555,PARTNER0019,2020-04-24,Delivered,74,54,20.09,3,Delivery failed.
DLV005556,ORD005556,PARTNER0322,2021-03-24,Delivered,88,111,21.82,1,Delivery failed.
DLV005557,ORD005557,PARTNER0297,2020-12-29,Delivered,31,137,1.04,1,Quick delivery!
DLV005558,ORD005558,PARTNER0110,2021-12-13,Cancelled,39,35,31.91,1,Delayed but satisfactory.
DLV005559,ORD005559,PARTNER0210,2024-12-02,Delivered,79,48,29.0,3,Quick delivery!
DLV005560,ORD005560,PARTNER0465,2022-04-16,Cancelled,55,117,7.53,4,Quick delivery!
DLV005561,ORD005561,PARTNER0415,2023-01-16,Cancelled,112,59,25.97,3,Excellent service!
DLV005562,ORD005562,PARTNER0450,2022-09-06,Cancelled,60,37,20.8,4,Delivery failed.
DLV005563,ORD005563,PARTNER0149,2024-01-13,Pending,106,114,41.96,1,Quick delivery!
DLV005564,ORD005564,PARTNER0426,2024-06-09,Cancelled,21,73,21.65,4,Excellent service!
DLV005565,ORD005565,PARTNER0402,2022-12-02,Pending,110,125,1.19,5,Delayed but satisfactory.
DLV005566,ORD005566,PARTNER0383,2021-08-24,Pending,119,48,7.11,5,Delayed but satisfactory.
DLV005567,ORD005567,PARTNER0449,2021-02-11,Cancelled,36,50,40.05,3,Delivery failed.
DLV005568,ORD005568,PARTNER0152,2020-10-17,Cancelled,119,99,37.76,5,Delayed but satisfactory.
DLV005569,ORD005569,PARTNER0275,2021-01-18,Pending,15,98,43.71,1,Excellent service!
DLV005570,ORD005570,PARTNER0205,2022-07-16,Delivered,17,69,6.2,2,Excellent service!
DLV005571,ORD005571,PARTNER0342,2023-05-30,Pending,117,150,7.05,1,Delayed but satisfactory.
DLV005572,ORD005572,PARTNER0320,2024-02-10,Delivered,76,54,8.02,3,Excellent service!
DLV005573,ORD005573,PARTNER0387,2023-08-27,Cancelled,79,56,33.78,2,Quick delivery!
DLV005574,ORD005574,PARTNER0327,2022-10-04,Delivered,86,105,18.12,1,Quick delivery!
DLV005575,ORD005575,PARTNER0005,2023-07-20,Cancelled,120,50,11.18,3,Excellent service!
DLV005576,ORD005576,PARTNER0406,2022-04-02,Cancelled,58,73,6.99,4,Delayed but satisfactory.
DLV005577,ORD005577,PARTNER0034,2021-01-30,Cancelled,106,60,40.69,5,Delayed but satisfactory.
DLV005578,ORD005578,PARTNER0006,2021-12-09,Cancelled,94,70,44.53,2,Excellent service!
DLV005579,ORD005579,PARTNER0105,2024-10-31,Delivered,91,52,20.21,2,Excellent service!
DLV005580,ORD005580,PARTNER0165,2021-10-11,Cancelled,62,95,35.55,1,Delayed but satisfactory.
DLV005581,ORD005581,PARTNER0295,2022-10-11,Pending,35,34,28.95,2,Excellent service!
DLV005582,ORD005582,PARTNER0336,2024-05-30,Cancelled,44,87,5.53,3,Delivery failed.
DLV005583,ORD005583,PARTNER0370,2022-10-09,Delivered,77,120,8.12,1,Delayed but satisfactory.
DLV005584,ORD005584,PARTNER0496,2022-04-29,Delivered,76,143,6.49,1,Quick delivery!
DLV005585,ORD005585,PARTNER0466,2024-11-21,Cancelled,104,71,41.44,1,Delivery failed.
DLV005586,ORD005586,PARTNER0073,2021-08-03,Delivered,28,19,33.39,5,Delayed but satisfactory.
DLV005587,ORD005587,PARTNER0459,2024-08-18,Delivered,15,131,19.79,2,Quick delivery!
DLV005588,ORD005588,PARTNER0477,2022-01-10,Cancelled,25,102,30.74,5,Quick delivery!
DLV005589,ORD005589,PARTNER0054,2022-01-08,Delivered,88,95,32.19,1,Quick delivery!
DLV005590,ORD005590,PARTNER0414,2023-09-22,Delivered,107,132,43.76,1,Delayed but satisfactory.
DLV005591,ORD005591,PARTNER0147,2020-03-11,Delivered,97,150,40.92,3,Excellent service!
DLV005592,ORD005592,PARTNER0465,2021-01-27,Cancelled,101,118,15.25,3,Delayed but satisfactory.
DLV005593,ORD005593,PARTNER0227,2021-09-15,Cancelled,84,76,29.17,2,Delivery failed.
DLV005594,ORD005594,PARTNER0427,2021-08-01,Delivered,85,35,35.78,4,Delivery failed.
DLV005595,ORD005595,PARTNER0451,2023-10-06,Cancelled,59,95,31.22,3,Delivery failed.
DLV005596,ORD005596,PARTNER0180,2021-04-16,Delivered,36,114,44.88,4,Delayed but satisfactory.
DLV005597,ORD005597,PARTNER0241,2020-05-27,Pending,104,122,16.27,5,Quick delivery!
DLV005598,ORD005598,PARTNER0035,2022-05-13,Pending,80,42,6.07,4,Delayed but satisfactory.
DLV005599,ORD005599,PARTNER0436,2023-11-01,Cancelled,52,90,40.61,4,Delayed but satisfactory.
DLV005600,ORD005600,PARTNER0361,2020-11-10,Delivered,56,144,14.58,3,Quick delivery!
DLV005601,ORD005601,PARTNER0119,2020-02-23,Cancelled,20,78,40.98,5,Quick delivery!
DLV005602,ORD005602,PARTNER0108,2023-03-10,Delivered,117,56,34.43,2,Quick delivery!
DLV005603,ORD005603,PARTNER0495,2020-02-03,Delivered,93,113,27.08,2,Delivery failed.
DLV005604,ORD005604,PARTNER0172,2021-02-23,Pending,81,66,47.91,1,Excellent service!
DLV005605,ORD005605,PARTNER0442,2020-01-30,Cancelled,41,143,31.89,5,Delayed but satisfactory.
DLV005606,ORD005606,PARTNER0459,2023-01-29,Delivered,116,94,30.22,4,Quick delivery!
DLV005607,ORD005607,PARTNER0390,2023-02-11,Pending,94,125,3.99,4,Delayed but satisfactory.
DLV005608,ORD005608,PARTNER0313,2024-04-22,Cancelled,79,140,18.68,1,Delivery failed.
DLV005609,ORD005609,PARTNER0080,2022-04-07,Pending,94,15,23.86,4,Quick delivery!
DLV005610,ORD005610,PARTNER0231,2024-07-07,Pending,110,45,30.37,3,Delivery failed.
DLV005611,ORD005611,PARTNER0491,2021-10-27,Pending,76,147,38.07,4,Delivery failed.
DLV005612,ORD005612,PARTNER0100,2020-03-14,Delivered,55,46,31.48,5,Quick delivery!
DLV005613,ORD005613,PARTNER0363,2021-01-20,Pending,60,86,29.55,2,Delivery failed.
DLV005614,ORD005614,PARTNER0169,2023-11-19,Cancelled,72,139,42.43,1,Quick delivery!
DLV005615,ORD005615,PARTNER0045,2020-02-17,Pending,69,70,5.46,4,Excellent service!
DLV005616,ORD005616,PARTNER0431,2020-03-25,Cancelled,84,54,36.68,1,Delayed but satisfactory.
DLV005617,ORD005617,PARTNER0352,2022-03-07,Pending,71,61,19.47,5,Excellent service!
DLV005618,ORD005618,PARTNER0321,2022-04-05,Pending,50,134,47.2,3,Excellent service!
DLV005619,ORD005619,PARTNER0459,2020-05-16,Delivered,99,21,37.78,1,Delivery failed.
DLV005620,ORD005620,PARTNER0287,2022-08-25,Cancelled,80,139,14.07,4,Quick delivery!
DLV005621,ORD005621,PARTNER0116,2020-11-07,Cancelled,105,49,15.38,1,Delivery failed.
DLV005622,ORD005622,PARTNER0124,2020-08-11,Cancelled,49,89,34.4,5,Delayed but satisfactory.
DLV005623,ORD005623,PARTNER0474,2020-06-29,Cancelled,85,140,2.47,2,Delivery failed.
