promotion_id,restaurant_id,promotion_name,discount_percentage,valid_from,valid_until,min_order_value,max_discount,terms_conditions,is_active
PROMO00393,Red_51966,Weekend Offer,46.43,2020-03-23,2026-06-22,38.45,60.51,Offer valid on select items only. Terms and conditions apply.,False
PROMO00394,Olive_23191,Limited Time Offer,15.03,2021-07-13,2027-02-14,97.49,63.92,Offer valid on select items only. Terms and conditions apply.,True
PROMO00395,Chili's_36839,Festive Sale,6.41,2020-01-11,2025-02-18,47.16,20.51,Offer valid on select items only. Terms and conditions apply.,True
PROMO00396,Panera_72138,Weekend Offer,43.7,2024-04-29,2027-01-14,86.85,43.33,Offer valid on select items only. Terms and conditions apply.,False
PROMO00397,Texas_89297,Weekend Offer,45.02,2020-01-28,2029-11-17,41.52,49.32,Offer valid on select items only. Terms and conditions apply.,False
PROMO00398,Buffalo_13934,Weekend Offer,37.28,2024-06-20,2027-04-09,83.73,44.28,Offer valid on select items only. Terms and conditions apply.,True
PROMO00399,Outback_95825,Festive Sale,24.19,2021-02-07,2026-06-07,25.2,68.11,Offer valid on select items only. Terms and conditions apply.,True
PROMO00400,Buffalo_25724,Weekend Offer,32.18,2022-07-17,2027-07-24,78.58,83.84,Offer valid on select items only. Terms and conditions apply.,True
PROMO00401,Olive_78161,Festive Sale,47.07,2022-07-23,2028-11-11,34.13,40.55,Offer valid on select items only. Terms and conditions apply.,False
PROMO00402,The_930,Festive Sale,42.01,2022-12-10,2025-07-11,72.1,6.22,Offer valid on select items only. Terms and conditions apply.,False
PROMO00403,P.F._15473,Special Deal,33.09,2023-06-11,2027-09-13,12.03,39.0,Offer valid on select items only. Terms and conditions apply.,True
PROMO00404,Red_18476,Holiday Discount,29.31,2021-12-03,2025-06-08,55.95,59.38,Offer valid on select items only. Terms and conditions apply.,False
PROMO00405,Texas_38467,Weekend Offer,11.63,2023-12-04,2028-07-15,80.97,69.37,Offer valid on select items only. Terms and conditions apply.,False
PROMO00406,Texas_80377,Holiday Discount,38.57,2021-05-07,2029-10-02,82.75,80.3,Offer valid on select items only. Terms and conditions apply.,False
PROMO00407,Outback_86495,Holiday Discount,29.93,2022-05-25,2028-01-21,88.74,89.42,Offer valid on select items only. Terms and conditions apply.,False
PROMO00408,Texas_68407,Holiday Discount,17.01,2024-07-05,2028-06-23,47.69,93.51,Offer valid on select items only. Terms and conditions apply.,True
PROMO00409,Chili's_17409,Special Deal,11.54,2022-05-16,2029-02-17,10.72,9.49,Offer valid on select items only. Terms and conditions apply.,True
PROMO00410,Chipotle_13912,Festive Sale,14.08,2024-12-29,2029-02-24,36.75,97.42,Offer valid on select items only. Terms and conditions apply.,True
PROMO00411,Texas_25757,Festive Sale,24.32,2020-10-11,2029-02-05,83.32,29.77,Offer valid on select items only. Terms and conditions apply.,True
PROMO00412,Buffalo_56394,Holiday Discount,18.87,2022-10-02,2029-12-09,22.07,25.61,Offer valid on select items only. Terms and conditions apply.,True
PROMO00413,The_11620,Limited Time Offer,41.55,2022-04-16,2026-01-05,27.25,61.01,Offer valid on select items only. Terms and conditions apply.,True
PROMO00414,Chipotle_20802,Festive Sale,6.85,2023-05-08,2029-08-26,48.89,68.63,Offer valid on select items only. Terms and conditions apply.,False
PROMO00415,The_43730,Holiday Discount,5.81,2021-12-02,2028-12-04,47.26,11.59,Offer valid on select items only. Terms and conditions apply.,False
PROMO00416,Buffalo_89474,Special Deal,9.81,2021-02-01,2025-12-22,72.45,83.09,Offer valid on select items only. Terms and conditions apply.,True
PROMO00417,Texas_11367,Holiday Discount,49.71,2022-10-02,2028-02-23,24.98,40.2,Offer valid on select items only. Terms and conditions apply.,True
PROMO00418,Texas_13517,Weekend Offer,23.85,2022-01-27,2026-08-15,89.95,8.94,Offer valid on select items only. Terms and conditions apply.,False
PROMO00419,Outback_89125,Limited Time Offer,28.79,2023-08-20,2029-04-02,92.9,83.19,Offer valid on select items only. Terms and conditions apply.,True
PROMO00420,Red_62296,Limited Time Offer,35.62,2024-09-09,2026-05-06,49.75,26.64,Offer valid on select items only. Terms and conditions apply.,False
PROMO00421,Olive_70081,Limited Time Offer,14.75,2021-05-02,2029-01-18,34.0,37.67,Offer valid on select items only. Terms and conditions apply.,False
PROMO00422,Olive_74151,Limited Time Offer,49.47,2020-08-26,2026-06-27,31.63,7.69,Offer valid on select items only. Terms and conditions apply.,False
PROMO00423,Texas_56447,Festive Sale,13.66,2023-07-04,2026-10-20,59.55,47.19,Offer valid on select items only. Terms and conditions apply.,False
PROMO00424,Texas_35427,Limited Time Offer,20.56,2021-01-16,2026-06-12,46.89,54.04,Offer valid on select items only. Terms and conditions apply.,False
PROMO00425,Panera_91948,Limited Time Offer,43.3,2020-02-24,2026-02-25,41.73,86.85,Offer valid on select items only. Terms and conditions apply.,True
PROMO00426,Texas_43317,Holiday Discount,39.96,2020-09-25,2026-10-08,44.69,77.83,Offer valid on select items only. Terms and conditions apply.,False
PROMO00427,Outback_72835,Special Deal,11.9,2022-06-27,2028-03-31,25.18,57.71,Offer valid on select items only. Terms and conditions apply.,False
PROMO00428,Chili's_5899,Holiday Discount,10.54,2020-01-12,2027-05-26,74.78,32.89,Offer valid on select items only. Terms and conditions apply.,False
PROMO00429,Panera_23428,Weekend Offer,27.51,2022-04-13,2028-10-24,63.91,84.38,Offer valid on select items only. Terms and conditions apply.,False
PROMO00430,Texas_10707,Festive Sale,9.69,2021-01-28,2029-12-01,98.6,28.64,Offer valid on select items only. Terms and conditions apply.,True
PROMO00431,Chili's_29869,Weekend Offer,18.63,2020-11-01,2028-12-07,92.29,20.66,Offer valid on select items only. Terms and conditions apply.,True
PROMO00432,Red_26296,Holiday Discount,7.74,2024-11-29,2029-12-19,63.02,16.92,Offer valid on select items only. Terms and conditions apply.,False
PROMO00433,Panera_65318,Limited Time Offer,43.67,2024-01-16,2028-08-31,24.98,39.23,Offer valid on select items only. Terms and conditions apply.,False
PROMO00434,P.F._40263,Holiday Discount,19.45,2024-07-16,2025-08-04,76.6,44.18,Offer valid on select items only. Terms and conditions apply.,True
PROMO00435,Panera_32128,Weekend Offer,38.71,2023-02-05,2029-02-13,97.86,67.61,Offer valid on select items only. Terms and conditions apply.,True
PROMO00436,Olive_64461,Special Deal,27.74,2023-09-26,2025-10-03,63.82,74.17,Offer valid on select items only. Terms and conditions apply.,False
PROMO00437,P.F._60733,Limited Time Offer,39.39,2023-11-21,2029-08-03,92.22,23.38,Offer valid on select items only. Terms and conditions apply.,False
PROMO00438,Chipotle_41172,Limited Time Offer,18.04,2023-01-27,2026-01-31,96.51,86.66,Offer valid on select items only. Terms and conditions apply.,True
PROMO00439,Outback_36065,Limited Time Offer,39.35,2024-06-21,2029-05-15,78.2,38.95,Offer valid on select items only. Terms and conditions apply.,False
PROMO00440,Buffalo_33194,Special Deal,15.48,2024-10-20,2029-11-02,91.96,81.92,Offer valid on select items only. Terms and conditions apply.,False
PROMO00441,Texas_71197,Festive Sale,33.82,2024-06-22,2026-05-08,73.11,53.54,Offer valid on select items only. Terms and conditions apply.,True
PROMO00442,Olive_2891,Special Deal,36.68,2023-09-06,2028-01-10,62.41,65.28,Offer valid on select items only. Terms and conditions apply.,False
PROMO00443,Outback_35785,Weekend Offer,41.96,2023-11-07,2028-12-17,94.05,56.42,Offer valid on select items only. Terms and conditions apply.,True
PROMO00444,Outback_95785,Special Deal,18.87,2021-11-10,2028-10-15,29.59,95.91,Offer valid on select items only. Terms and conditions apply.,True
PROMO00445,Olive_90371,Special Deal,6.45,2020-05-08,2027-06-05,80.69,69.4,Offer valid on select items only. Terms and conditions apply.,False
PROMO00446,Chipotle_38112,Festive Sale,25.66,2022-06-03,2028-11-25,41.5,72.62,Offer valid on select items only. Terms and conditions apply.,False
PROMO00447,Panera_38788,Limited Time Offer,34.07,2021-03-30,2029-09-16,66.4,81.11,Offer valid on select items only. Terms and conditions apply.,True
PROMO00448,Olive_51591,Weekend Offer,42.55,2021-05-14,2029-07-22,52.5,69.76,Offer valid on select items only. Terms and conditions apply.,True
PROMO00449,Red_50816,Festive Sale,38.52,2023-04-08,2029-05-27,11.86,27.02,Offer valid on select items only. Terms and conditions apply.,False
PROMO00450,Texas_88477,Holiday Discount,34.56,2023-11-30,2029-01-22,77.79,46.7,Offer valid on select items only. Terms and conditions apply.,True
PROMO00451,Red_31866,Limited Time Offer,37.53,2021-09-03,2025-10-14,20.14,8.99,Offer valid on select items only. Terms and conditions apply.,True
PROMO00452,Chili's_95239,Weekend Offer,10.61,2021-04-04,2025-06-01,49.28,8.31,Offer valid on select items only. Terms and conditions apply.,False
PROMO00453,Texas_54817,Special Deal,22.64,2022-09-04,2028-02-07,66.44,26.87,Offer valid on select items only. Terms and conditions apply.,True
PROMO00454,Buffalo_48084,Special Deal,27.79,2022-11-02,2025-12-15,40.05,19.47,Offer valid on select items only. Terms and conditions apply.,False
PROMO00455,Panera_57428,Festive Sale,39.87,2020-10-25,2026-02-12,43.09,88.12,Offer valid on select items only. Terms and conditions apply.,False
PROMO00456,Texas_74337,Limited Time Offer,43.37,2021-06-26,2028-08-18,27.06,54.76,Offer valid on select items only. Terms and conditions apply.,True
PROMO00457,The_44010,Limited Time Offer,35.53,2023-08-02,2029-09-10,79.35,50.04,Offer valid on select items only. Terms and conditions apply.,True
PROMO00458,Outback_12865,Special Deal,20.8,2024-10-27,2026-02-25,88.6,70.32,Offer valid on select items only. Terms and conditions apply.,True
PROMO00459,Chipotle_22992,Weekend Offer,26.17,2024-03-28,2028-04-22,12.83,23.22,Offer valid on select items only. Terms and conditions apply.,True
PROMO00460,The_660,Weekend Offer,27.08,2022-03-30,2025-04-12,52.39,63.05,Offer valid on select items only. Terms and conditions apply.,False
PROMO00461,Buffalo_64644,Festive Sale,13.16,2024-03-11,2027-02-17,79.79,67.53,Offer valid on select items only. Terms and conditions apply.,True
PROMO00462,Olive_51271,Special Deal,11.06,2023-11-11,2027-10-09,49.01,33.43,Offer valid on select items only. Terms and conditions apply.,False
PROMO00463,Chili's_22719,Festive Sale,25.26,2023-04-01,2027-05-05,87.47,81.92,Offer valid on select items only. Terms and conditions apply.,True
PROMO00464,Buffalo_85914,Limited Time Offer,29.23,2022-03-02,2027-06-01,83.56,52.3,Offer valid on select items only. Terms and conditions apply.,False
PROMO00465,P.F._35693,Holiday Discount,7.56,2024-08-02,2028-10-03,47.33,59.14,Offer valid on select items only. Terms and conditions apply.,True
PROMO00466,Outback_76065,Holiday Discount,17.34,2020-04-24,2029-01-31,67.21,19.65,Offer valid on select items only. Terms and conditions apply.,False
PROMO00467,Outback_98365,Limited Time Offer,16.87,2023-12-08,2025-09-30,86.95,73.81,Offer valid on select items only. Terms and conditions apply.,True
PROMO00468,Texas_25347,Limited Time Offer,49.49,2022-08-24,2025-10-26,38.57,94.46,Offer valid on select items only. Terms and conditions apply.,True
PROMO00469,Outback_2005,Holiday Discount,12.25,2021-04-17,2028-06-27,22.97,99.58,Offer valid on select items only. Terms and conditions apply.,False
PROMO00470,Olive_33801,Special Deal,14.04,2022-12-23,2029-12-30,13.88,30.3,Offer valid on select items only. Terms and conditions apply.,True
PROMO00471,Outback_21505,Holiday Discount,12.45,2024-07-12,2027-02-07,17.26,61.07,Offer valid on select items only. Terms and conditions apply.,False
PROMO00472,Outback_85595,Festive Sale,41.56,2024-03-23,2025-06-11,15.02,47.99,Offer valid on select items only. Terms and conditions apply.,True
PROMO00473,P.F._1233,Weekend Offer,29.98,2022-12-12,2028-05-22,92.62,76.43,Offer valid on select items only. Terms and conditions apply.,True
PROMO00474,Chipotle_7972,Festive Sale,12.54,2021-12-01,2025-09-17,19.23,72.06,Offer valid on select items only. Terms and conditions apply.,True
PROMO00475,Outback_97125,Festive Sale,13.23,2023-11-07,2029-05-21,68.15,56.86,Offer valid on select items only. Terms and conditions apply.,True
PROMO00476,Chili's_98209,Holiday Discount,29.58,2020-06-01,2028-12-08,96.52,26.31,Offer valid on select items only. Terms and conditions apply.,False
PROMO00477,Chili's_8189,Weekend Offer,14.83,2021-02-20,2027-05-02,97.98,61.89,Offer valid on select items only. Terms and conditions apply.,True
PROMO00478,Panera_59488,Holiday Discount,26.85,2022-02-25,2028-09-17,50.76,6.46,Offer valid on select items only. Terms and conditions apply.,False
PROMO00479,Red_86036,Special Deal,29.01,2022-12-27,2028-09-28,17.14,17.56,Offer valid on select items only. Terms and conditions apply.,True
PROMO00480,Red_83326,Festive Sale,21.65,2022-05-11,2027-04-16,14.5,67.08,Offer valid on select items only. Terms and conditions apply.,True
PROMO00481,P.F._67853,Limited Time Offer,38.03,2020-07-27,2029-11-26,21.8,73.07,Offer valid on select items only. Terms and conditions apply.,True
PROMO00482,The_33110,Festive Sale,15.8,2021-07-20,2029-04-09,97.52,10.51,Offer valid on select items only. Terms and conditions apply.,True
PROMO00483,Chili's_31899,Limited Time Offer,32.41,2020-01-09,2029-03-08,50.71,24.12,Offer valid on select items only. Terms and conditions apply.,True
PROMO00484,Outback_40205,Festive Sale,29.86,2021-03-21,2027-11-03,74.82,25.3,Offer valid on select items only. Terms and conditions apply.,True
PROMO00485,Chili's_96739,Weekend Offer,32.88,2020-04-26,2025-12-16,36.71,14.46,Offer valid on select items only. Terms and conditions apply.,False
PROMO00486,P.F._91383,Festive Sale,27.17,2020-11-08,2025-06-13,44.25,54.26,Offer valid on select items only. Terms and conditions apply.,False
PROMO00487,P.F._1693,Special Deal,21.51,2023-11-20,2026-09-13,66.8,39.86,Offer valid on select items only. Terms and conditions apply.,True
PROMO00488,Panera_37048,Weekend Offer,31.07,2023-12-09,2028-04-14,31.85,95.74,Offer valid on select items only. Terms and conditions apply.,False
PROMO00489,Red_77116,Holiday Discount,33.64,2022-04-19,2029-10-01,36.64,38.45,Offer valid on select items only. Terms and conditions apply.,True
PROMO00490,Buffalo_38604,Festive Sale,28.3,2022-12-03,2027-08-24,51.92,5.94,Offer valid on select items only. Terms and conditions apply.,False
PROMO00491,The_31130,Weekend Offer,25.46,2021-07-23,2027-06-04,74.91,12.73,Offer valid on select items only. Terms and conditions apply.,True
PROMO00492,The_87160,Festive Sale,9.63,2021-07-19,2026-08-17,69.58,85.89,Offer valid on select items only. Terms and conditions apply.,True
PROMO00493,Chili's_38449,Festive Sale,22.99,2024-04-08,2026-05-28,69.99,35.49,Offer valid on select items only. Terms and conditions apply.,True
PROMO00494,Chipotle_5312,Holiday Discount,40.21,2022-08-31,2025-05-07,28.86,93.32,Offer valid on select items only. Terms and conditions apply.,False
PROMO00495,Panera_65968,Holiday Discount,20.7,2023-05-22,2027-11-09,44.78,79.2,Offer valid on select items only. Terms and conditions apply.,False
PROMO00496,Olive_60891,Festive Sale,26.56,2023-10-14,2026-11-05,59.82,36.69,Offer valid on select items only. Terms and conditions apply.,False
PROMO00497,Chili's_189,Holiday Discount,22.42,2024-01-10,2029-07-09,70.47,39.33,Offer valid on select items only. Terms and conditions apply.,False
PROMO00498,Buffalo_76584,Festive Sale,47.31,2021-08-13,2029-09-29,20.73,79.32,Offer valid on select items only. Terms and conditions apply.,True
PROMO00499,Buffalo_84564,Special Deal,45.04,2021-05-07,2029-06-13,41.2,94.03,Offer valid on select items only. Terms and conditions apply.,False
PROMO00500,Red_24256,Weekend Offer,7.98,2024-07-11,2026-12-07,23.97,45.71,Offer valid on select items only. Terms and conditions apply.,True
PROMO00501,Chili's_99909,Holiday Discount,18.99,2021-10-22,2029-07-20,97.38,87.95,Offer valid on select items only. Terms and conditions apply.,False
PROMO00502,Outback_78745,Festive Sale,31.26,2023-10-22,2025-03-02,73.65,98.2,Offer valid on select items only. Terms and conditions apply.,False
PROMO00503,The_81830,Holiday Discount,38.84,2024-05-03,2027-01-25,40.63,97.93,Offer valid on select items only. Terms and conditions apply.,False
PROMO00504,Buffalo_29314,Weekend Offer,38.01,2022-08-16,2025-12-01,71.33,44.42,Offer valid on select items only. Terms and conditions apply.,True
PROMO00505,Panera_27458,Holiday Discount,20.36,2023-02-21,2029-04-11,29.87,79.02,Offer valid on select items only. Terms and conditions apply.,False
PROMO00506,Chipotle_63412,Limited Time Offer,12.07,2023-06-06,2026-08-20,24.64,94.75,Offer valid on select items only. Terms and conditions apply.,False
PROMO00507,Chili's_9369,Holiday Discount,28.58,2021-05-24,2028-05-24,77.18,67.29,Offer valid on select items only. Terms and conditions apply.,False
PROMO00508,The_40130,Limited Time Offer,10.23,2024-12-14,2028-08-12,20.49,69.38,Offer valid on select items only. Terms and conditions apply.,True
PROMO00509,The_66890,Weekend Offer,16.7,2024-11-18,2026-12-10,91.23,56.99,Offer valid on select items only. Terms and conditions apply.,True
PROMO00510,Buffalo_83384,Holiday Discount,34.07,2020-10-12,2027-04-28,64.16,54.68,Offer valid on select items only. Terms and conditions apply.,False
PROMO00511,P.F._69173,Holiday Discount,26.29,2022-02-08,2026-12-05,67.14,73.86,Offer valid on select items only. Terms and conditions apply.,True
PROMO00512,The_59940,Limited Time Offer,31.01,2020-12-31,2026-07-15,16.88,62.53,Offer valid on select items only. Terms and conditions apply.,False
PROMO00513,Outback_41295,Holiday Discount,46.83,2022-08-05,2027-02-09,93.68,9.87,Offer valid on select items only. Terms and conditions apply.,True
PROMO00514,P.F._17313,Limited Time Offer,7.89,2024-01-27,2029-09-26,33.91,6.93,Offer valid on select items only. Terms and conditions apply.,False
PROMO00515,Outback_48965,Holiday Discount,28.48,2021-10-14,2029-11-09,70.89,83.23,Offer valid on select items only. Terms and conditions apply.,False
PROMO00516,Panera_32018,Festive Sale,49.97,2021-07-17,2028-04-10,46.8,60.1,Offer valid on select items only. Terms and conditions apply.,True
PROMO00517,Olive_26801,Limited Time Offer,33.53,2021-08-22,2025-04-27,99.95,60.91,Offer valid on select items only. Terms and conditions apply.,False
PROMO00518,Outback_69455,Special Deal,8.82,2023-07-25,2029-06-11,45.86,48.01,Offer valid on select items only. Terms and conditions apply.,True
PROMO00519,Buffalo_40114,Limited Time Offer,30.11,2024-03-30,2029-03-08,98.49,22.87,Offer valid on select items only. Terms and conditions apply.,False
PROMO00520,The_82090,Festive Sale,22.21,2020-11-25,2026-05-11,47.5,47.22,Offer valid on select items only. Terms and conditions apply.,True
PROMO00521,Olive_88941,Special Deal,5.51,2021-02-21,2029-09-05,27.44,81.62,Offer valid on select items only. Terms and conditions apply.,True
PROMO00522,Panera_5448,Festive Sale,33.53,2024-03-27,2029-10-09,64.98,44.93,Offer valid on select items only. Terms and conditions apply.,True
PROMO00523,Olive_83401,Festive Sale,23.35,2022-07-26,2026-05-01,78.61,11.37,Offer valid on select items only. Terms and conditions apply.,False
PROMO00524,Red_65156,Special Deal,19.98,2024-08-12,2027-04-04,58.68,15.03,Offer valid on select items only. Terms and conditions apply.,False
PROMO00525,Chipotle_20052,Festive Sale,7.31,2024-01-12,2028-06-11,54.86,88.7,Offer valid on select items only. Terms and conditions apply.,True
PROMO00526,P.F._55293,Limited Time Offer,34.18,2022-12-21,2028-02-29,67.83,26.81,Offer valid on select items only. Terms and conditions apply.,False
PROMO00527,Chipotle_26552,Limited Time Offer,8.96,2023-01-05,2028-08-08,49.92,18.82,Offer valid on select items only. Terms and conditions apply.,False
PROMO00528,Chipotle_70492,Festive Sale,13.26,2021-09-21,2025-10-27,72.4,76.8,Offer valid on select items only. Terms and conditions apply.,False
PROMO00529,The_28090,Special Deal,38.73,2022-04-08,2028-09-10,60.43,45.3,Offer valid on select items only. Terms and conditions apply.,True
PROMO00530,Panera_21608,Festive Sale,47.9,2020-12-21,2027-11-05,23.7,27.19,Offer valid on select items only. Terms and conditions apply.,True
PROMO00531,Buffalo_44244,Festive Sale,9.12,2023-11-12,2026-01-06,77.78,61.08,Offer valid on select items only. Terms and conditions apply.,True
PROMO00532,Chili's_83349,Holiday Discount,9.76,2024-01-10,2029-11-14,28.55,79.24,Offer valid on select items only. Terms and conditions apply.,True
PROMO00533,The_20820,Limited Time Offer,26.24,2023-04-30,2028-01-26,18.15,63.28,Offer valid on select items only. Terms and conditions apply.,False
PROMO00534,P.F._20183,Festive Sale,11.61,2020-03-16,2027-03-05,59.76,34.76,Offer valid on select items only. Terms and conditions apply.,True
PROMO00535,Panera_52638,Festive Sale,42.77,2021-06-27,2029-12-26,37.35,39.69,Offer valid on select items only. Terms and conditions apply.,True
PROMO00536,Panera_70128,Weekend Offer,13.83,2023-11-26,2029-04-25,90.62,62.79,Offer valid on select items only. Terms and conditions apply.,False
PROMO00537,The_41360,Holiday Discount,18.19,2024-08-04,2025-02-25,26.56,43.47,Offer valid on select items only. Terms and conditions apply.,False
PROMO00538,Outback_70625,Weekend Offer,24.15,2023-01-06,2029-05-31,87.2,26.57,Offer valid on select items only. Terms and conditions apply.,True
PROMO00539,Outback_4335,Special Deal,11.26,2021-06-03,2027-06-10,86.94,97.6,Offer valid on select items only. Terms and conditions apply.,True
PROMO00540,Panera_74728,Holiday Discount,30.54,2024-06-29,2029-06-06,84.52,98.87,Offer valid on select items only. Terms and conditions apply.,True
PROMO00541,Chipotle_8902,Special Deal,19.32,2020-06-22,2027-10-17,95.88,83.28,Offer valid on select items only. Terms and conditions apply.,True
PROMO00542,Chipotle_41142,Limited Time Offer,40.64,2022-02-25,2028-08-01,66.72,77.5,Offer valid on select items only. Terms and conditions apply.,True
PROMO00543,Texas_34247,Holiday Discount,26.55,2024-03-20,2029-08-17,44.67,43.31,Offer valid on select items only. Terms and conditions apply.,False
PROMO00544,P.F._67213,Limited Time Offer,12.67,2021-08-19,2029-12-02,22.57,25.76,Offer valid on select items only. Terms and conditions apply.,False
PROMO00545,Outback_56205,Festive Sale,34.36,2021-02-02,2026-07-01,76.38,74.99,Offer valid on select items only. Terms and conditions apply.,True
PROMO00546,Panera_38248,Holiday Discount,33.59,2021-01-15,2027-08-22,35.12,95.1,Offer valid on select items only. Terms and conditions apply.,False
PROMO00547,Buffalo_73444,Festive Sale,20.34,2020-04-23,2025-05-24,63.17,7.75,Offer valid on select items only. Terms and conditions apply.,False
PROMO00548,Panera_21938,Special Deal,49.32,2022-01-25,2026-04-30,64.98,38.95,Offer valid on select items only. Terms and conditions apply.,False
PROMO00549,Red_51546,Weekend Offer,26.25,2020-03-25,2029-04-07,42.62,60.74,Offer valid on select items only. Terms and conditions apply.,True
PROMO00550,Chili's_89989,Festive Sale,40.68,2022-01-13,2027-07-07,80.25,71.84,Offer valid on select items only. Terms and conditions apply.,True
PROMO00551,Chili's_68129,Holiday Discount,21.21,2022-12-29,2026-11-06,29.32,28.48,Offer valid on select items only. Terms and conditions apply.,False
PROMO00552,The_36030,Holiday Discount,40.93,2020-08-12,2028-07-15,26.25,39.02,Offer valid on select items only. Terms and conditions apply.,False
PROMO00553,Chili's_23429,Special Deal,44.03,2024-06-12,2029-10-08,75.29,12.4,Offer valid on select items only. Terms and conditions apply.,False
PROMO00554,Panera_13298,Weekend Offer,26.31,2022-10-27,2025-03-19,47.31,62.16,Offer valid on select items only. Terms and conditions apply.,False
PROMO00555,Outback_21385,Weekend Offer,30.76,2021-12-24,2025-04-11,75.73,73.72,Offer valid on select items only. Terms and conditions apply.,True
PROMO00556,Texas_49437,Festive Sale,45.31,2020-11-18,2028-10-22,49.49,49.92,Offer valid on select items only. Terms and conditions apply.,True
PROMO00557,P.F._22763,Festive Sale,29.59,2022-07-19,2026-01-21,55.89,27.39,Offer valid on select items only. Terms and conditions apply.,False
PROMO00558,Olive_88801,Limited Time Offer,42.03,2024-03-04,2027-09-27,94.39,65.0,Offer valid on select items only. Terms and conditions apply.,True
PROMO00559,Olive_7841,Holiday Discount,12.8,2021-08-03,2029-02-26,58.36,84.78,Offer valid on select items only. Terms and conditions apply.,False
PROMO00560,Olive_28461,Holiday Discount,7.63,2023-02-20,2028-12-08,57.32,53.71,Offer valid on select items only. Terms and conditions apply.,True
PROMO00561,Buffalo_67634,Festive Sale,29.52,2023-04-15,2026-09-10,29.62,29.15,Offer valid on select items only. Terms and conditions apply.,True
PROMO00562,Outback_67905,Special Deal,13.39,2022-04-19,2029-02-15,55.26,5.47,Offer valid on select items only. Terms and conditions apply.,True
PROMO00563,Buffalo_37724,Weekend Offer,13.96,2023-03-22,2029-02-04,18.92,65.65,Offer valid on select items only. Terms and conditions apply.,True
PROMO00564,Outback_29595,Limited Time Offer,20.66,2022-12-03,2025-02-18,12.27,17.97,Offer valid on select items only. Terms and conditions apply.,True
PROMO00565,Chipotle_89922,Weekend Offer,43.07,2021-11-10,2026-10-03,65.31,94.41,Offer valid on select items only. Terms and conditions apply.,True
PROMO00566,Chili's_53859,Festive Sale,22.04,2024-01-05,2026-12-01,86.63,89.16,Offer valid on select items only. Terms and conditions apply.,True
PROMO00567,Outback_14005,Limited Time Offer,41.54,2024-09-29,2027-07-01,53.66,88.45,Offer valid on select items only. Terms and conditions apply.,True
PROMO00568,P.F._71003,Limited Time Offer,35.42,2021-04-19,2027-03-08,31.41,10.64,Offer valid on select items only. Terms and conditions apply.,False
PROMO00569,Red_92946,Limited Time Offer,28.8,2021-01-24,2028-08-14,97.6,42.25,Offer valid on select items only. Terms and conditions apply.,False
PROMO00570,Chili's_31029,Festive Sale,7.26,2021-07-29,2028-01-10,59.49,27.17,Offer valid on select items only. Terms and conditions apply.,True
PROMO00571,The_59110,Special Deal,44.63,2023-04-26,2026-05-15,65.97,86.13,Offer valid on select items only. Terms and conditions apply.,True
PROMO00572,Texas_29627,Festive Sale,8.25,2020-10-26,2027-07-24,54.68,39.69,Offer valid on select items only. Terms and conditions apply.,False
PROMO00573,Texas_45127,Holiday Discount,40.88,2020-11-07,2025-03-26,63.21,51.9,Offer valid on select items only. Terms and conditions apply.,False
PROMO00574,Buffalo_57454,Weekend Offer,38.3,2023-08-08,2025-03-20,26.63,22.88,Offer valid on select items only. Terms and conditions apply.,False
PROMO00575,Red_7716,Holiday Discount,22.38,2023-11-02,2030-01-01,98.6,99.11,Offer valid on select items only. Terms and conditions apply.,False
PROMO00576,Red_68806,Festive Sale,23.8,2024-02-02,2026-08-28,61.52,63.81,Offer valid on select items only. Terms and conditions apply.,True
PROMO00577,Texas_65837,Weekend Offer,10.34,2023-09-05,2027-09-25,91.66,49.09,Offer valid on select items only. Terms and conditions apply.,False
PROMO00578,Red_84176,Holiday Discount,40.71,2021-07-01,2029-06-17,49.85,46.39,Offer valid on select items only. Terms and conditions apply.,False
PROMO00579,Panera_69658,Festive Sale,20.68,2024-03-02,2028-05-07,49.34,11.64,Offer valid on select items only. Terms and conditions apply.,False
PROMO00580,Texas_57127,Weekend Offer,44.2,2024-03-27,2027-09-05,77.77,56.0,Offer valid on select items only. Terms and conditions apply.,False
PROMO00581,Buffalo_68144,Limited Time Offer,7.85,2023-10-04,2029-06-06,92.0,53.01,Offer valid on select items only. Terms and conditions apply.,True
PROMO00582,Texas_41397,Special Deal,21.91,2024-08-20,2027-05-20,72.82,93.74,Offer valid on select items only. Terms and conditions apply.,False
PROMO00583,Chipotle_15802,Special Deal,34.65,2020-04-17,2026-06-12,20.78,93.2,Offer valid on select items only. Terms and conditions apply.,True
PROMO00584,P.F._92333,Special Deal,27.94,2022-04-12,2025-08-12,36.21,21.47,Offer valid on select items only. Terms and conditions apply.,True
PROMO00585,Chipotle_64442,Special Deal,36.74,2023-06-01,2028-08-13,43.88,45.55,Offer valid on select items only. Terms and conditions apply.,True
PROMO00586,The_22480,Limited Time Offer,27.39,2021-09-20,2028-01-09,79.4,14.34,Offer valid on select items only. Terms and conditions apply.,True
PROMO00587,P.F._63303,Weekend Offer,26.62,2021-08-30,2029-02-16,88.3,44.45,Offer valid on select items only. Terms and conditions apply.,True
PROMO00588,The_24550,Weekend Offer,38.88,2022-11-04,2028-01-20,92.21,6.05,Offer valid on select items only. Terms and conditions apply.,False
