zone_id,city,postal_code,zone_name,delivery_fee,distance_limit,operational_hours,zone_manager,is_active,comments
ZONE04245,Phoenix,99299,Residential Zone,12.76,3.93,9 AM - 9 PM,ADMIN02239,True,Fast delivery available
ZONE00671,Houston,75125,Business District,5.14,10.99,9 AM - 9 PM,ADMIN02261,True,Fast delivery available
ZONE09202,Los Angeles,97543,Downtown Zone,7.26,7.44,9 AM - 9 PM,ADMIN02264,True,Fast delivery available
ZONE03993,Chicago,57242,Suburban Area,9.24,12.12,9 AM - 9 PM,ADMIN02470,True,Fast delivery available
ZONE01627,Houston,68710,Rural Zone,2.18,8.92,9 AM - 9 PM,ADMIN02721,True,Fast delivery available
ZONE00831,Chicago,93763,Suburban Area,12.8,6.3,9 AM - 9 PM,ADMIN02248,False,Premium delivery zone
ZONE02007,New York,25695,Business District,13.04,5.87,9 AM - 9 PM,ADMIN02729,True,Premium delivery zone
ZONE08520,Chicago,62625,Rural Zone,8.57,5.72,9 AM - 9 PM,ADMIN02460,False,Fast delivery available
ZONE02090,Houston,29711,Downtown Zone,1.96,13.13,9 AM - 9 PM,ADMIN02125,False,High demand area
ZONE02725,Los Angeles,42637,Business District,7.06,8.03,9 AM - 9 PM,ADMIN02297,True,High demand area
ZONE04748,Chicago,15902,Residential Zone,2.33,11.31,9 AM - 9 PM,ADMIN02762,True,Premium delivery zone
ZONE05382,Houston,14663,Downtown Zone,11.5,17.18,9 AM - 9 PM,ADMIN02877,False,High demand area
ZONE07046,Los Angeles,97412,Downtown Zone,13.28,3.93,9 AM - 9 PM,ADMIN02793,True,Fast delivery available
ZONE01732,Chicago,46948,Residential Zone,10.93,7.85,9 AM - 9 PM,ADMIN02755,False,Premium delivery zone
ZONE03023,Houston,47817,Downtown Zone,8.85,4.19,9 AM - 9 PM,ADMIN02055,True,Low delivery fee zone
ZONE00174,Los Angeles,90808,Downtown Zone,4.69,2.51,9 AM - 9 PM,ADMIN02753,False,High demand area
ZONE05942,Los Angeles,44737,Downtown Zone,1.65,16.62,9 AM - 9 PM,ADMIN02156,True,Premium delivery zone
ZONE07842,Los Angeles,38650,Downtown Zone,10.21,8.52,9 AM - 9 PM,ADMIN02299,False,Newly added zone
ZONE08135,Phoenix,85411,Rural Zone,1.08,15.03,9 AM - 9 PM,ADMIN02992,False,Premium delivery zone
ZONE02332,New York,98579,Suburban Area,10.92,17.91,9 AM - 9 PM,ADMIN02717,False,High demand area
ZONE05464,Houston,11307,Business District,9.52,15.31,9 AM - 9 PM,ADMIN02022,True,Fast delivery available
ZONE05416,Houston,89898,Business District,4.61,1.42,9 AM - 9 PM,ADMIN02963,False,Newly added zone
ZONE00524,Phoenix,78439,Rural Zone,4.86,3.58,9 AM - 9 PM,ADMIN02582,True,Premium delivery zone
ZONE08059,Chicago,35873,Downtown Zone,2.26,15.86,9 AM - 9 PM,ADMIN02379,False,Premium delivery zone
ZONE05096,Los Angeles,68821,Suburban Area,7.72,15.75,9 AM - 9 PM,ADMIN02035,True,Newly added zone
ZONE04164,Houston,12462,Suburban Area,12.42,1.31,9 AM - 9 PM,ADMIN02419,False,Fast delivery available
ZONE07648,Phoenix,44354,Residential Zone,13.81,14.86,9 AM - 9 PM,ADMIN02229,True,Newly added zone
ZONE05487,New York,90347,Rural Zone,9.28,16.67,9 AM - 9 PM,ADMIN02223,False,Fast delivery available
ZONE05349,Houston,81655,Rural Zone,3.91,1.78,9 AM - 9 PM,ADMIN02434,False,High demand area
ZONE03096,Phoenix,65270,Business District,8.8,2.28,9 AM - 9 PM,ADMIN02735,True,High demand area
ZONE07295,Phoenix,90245,Suburban Area,8.85,7.02,9 AM - 9 PM,ADMIN02046,False,Newly added zone
ZONE02401,Houston,76498,Business District,0.95,11.92,9 AM - 9 PM,ADMIN02020,False,Fast delivery available
ZONE07333,Chicago,16921,Rural Zone,2.58,10.44,9 AM - 9 PM,ADMIN02349,False,Low delivery fee zone
ZONE08209,Phoenix,80541,Business District,2.96,12.6,9 AM - 9 PM,ADMIN02851,False,Premium delivery zone
ZONE06335,Chicago,63774,Residential Zone,13.24,17.41,9 AM - 9 PM,ADMIN02645,True,High demand area
ZONE08546,Los Angeles,71612,Downtown Zone,9.14,3.45,9 AM - 9 PM,ADMIN02999,False,Newly added zone
ZONE02661,New York,97231,Downtown Zone,13.22,17.07,9 AM - 9 PM,ADMIN02204,False,Fast delivery available
ZONE08219,New York,15178,Residential Zone,0.41,17.93,9 AM - 9 PM,ADMIN02083,True,High demand area
ZONE04352,New York,60605,Residential Zone,2.39,4.58,9 AM - 9 PM,ADMIN02576,True,Fast delivery available
ZONE03229,New York,85029,Rural Zone,4.41,5.14,9 AM - 9 PM,ADMIN02298,False,High demand area
ZONE06874,Houston,75254,Downtown Zone,1.39,6.24,9 AM - 9 PM,ADMIN02054,False,Newly added zone
ZONE07212,Phoenix,43084,Rural Zone,10.28,5.93,9 AM - 9 PM,ADMIN02001,True,Fast delivery available
ZONE09425,Chicago,52734,Rural Zone,7.75,13.88,9 AM - 9 PM,ADMIN02002,False,High demand area
ZONE00133,Phoenix,53599,Rural Zone,1.93,1.07,9 AM - 9 PM,ADMIN02564,True,Newly added zone
ZONE06429,Phoenix,57699,Residential Zone,6.65,18.18,9 AM - 9 PM,ADMIN02385,True,Low delivery fee zone
ZONE00139,Houston,19309,Rural Zone,1.47,19.34,9 AM - 9 PM,ADMIN02536,True,High demand area
ZONE02407,Chicago,76830,Residential Zone,1.24,2.98,9 AM - 9 PM,ADMIN02251,False,High demand area
ZONE02237,Los Angeles,27794,Suburban Area,4.69,16.13,9 AM - 9 PM,ADMIN02806,True,Low delivery fee zone
ZONE09128,Houston,21511,Suburban Area,1.33,12.71,9 AM - 9 PM,ADMIN02097,True,Premium delivery zone
ZONE03769,Phoenix,93006,Rural Zone,11.79,4.1,9 AM - 9 PM,ADMIN02656,False,Premium delivery zone
ZONE09429,Los Angeles,99361,Downtown Zone,6.91,11.01,9 AM - 9 PM,ADMIN02334,True,High demand area
ZONE08822,Los Angeles,98802,Rural Zone,0.31,7.27,9 AM - 9 PM,ADMIN02460,False,Newly added zone
ZONE04257,Houston,91819,Rural Zone,3.63,13.85,9 AM - 9 PM,ADMIN02371,False,Premium delivery zone
ZONE04532,Phoenix,69814,Suburban Area,10.83,14.94,9 AM - 9 PM,ADMIN02653,False,Fast delivery available
ZONE06356,Los Angeles,95278,Downtown Zone,8.39,2.85,9 AM - 9 PM,ADMIN02376,True,Newly added zone
ZONE06416,Chicago,53197,Downtown Zone,6.66,13.32,9 AM - 9 PM,ADMIN02654,False,Low delivery fee zone
ZONE09660,Los Angeles,77234,Residential Zone,5.49,10.23,9 AM - 9 PM,ADMIN02361,True,Low delivery fee zone
ZONE02801,Chicago,27980,Rural Zone,7.54,7.49,9 AM - 9 PM,ADMIN02168,True,Low delivery fee zone
ZONE06380,New York,20483,Residential Zone,12.05,3.82,9 AM - 9 PM,ADMIN02551,True,Low delivery fee zone
ZONE00978,New York,13840,Downtown Zone,4.8,16.29,9 AM - 9 PM,ADMIN02384,False,High demand area
ZONE03109,Los Angeles,66568,Downtown Zone,12.91,9.83,9 AM - 9 PM,ADMIN02905,True,Premium delivery zone
ZONE09649,Chicago,39960,Business District,4.69,1.53,9 AM - 9 PM,ADMIN02360,False,Newly added zone
ZONE00105,Los Angeles,35260,Suburban Area,6.51,3.75,9 AM - 9 PM,ADMIN02645,True,High demand area
ZONE01089,Phoenix,67732,Rural Zone,7.81,13.19,9 AM - 9 PM,ADMIN02349,True,Newly added zone
ZONE09916,Chicago,43824,Residential Zone,3.73,11.53,9 AM - 9 PM,ADMIN02238,False,Low delivery fee zone
ZONE03845,Houston,11986,Downtown Zone,6.28,11.95,9 AM - 9 PM,ADMIN02491,False,Newly added zone
ZONE00443,Houston,63719,Rural Zone,12.46,9.35,9 AM - 9 PM,ADMIN02085,False,Newly added zone
ZONE02588,New York,27592,Residential Zone,3.78,9.87,9 AM - 9 PM,ADMIN02797,True,High demand area
ZONE03137,Houston,35607,Residential Zone,3.63,7.93,9 AM - 9 PM,ADMIN02125,True,Fast delivery available
ZONE00326,Houston,83991,Suburban Area,2.86,12.12,9 AM - 9 PM,ADMIN02205,True,Low delivery fee zone
ZONE05170,Houston,19849,Rural Zone,9.3,4.82,9 AM - 9 PM,ADMIN02593,False,High demand area
ZONE01703,Houston,35450,Residential Zone,3.08,12.8,9 AM - 9 PM,ADMIN02069,False,Fast delivery available
ZONE06774,Los Angeles,46268,Downtown Zone,4.79,6.8,9 AM - 9 PM,ADMIN02988,True,Fast delivery available
ZONE05172,Houston,27044,Suburban Area,13.58,9.06,9 AM - 9 PM,ADMIN02266,True,Premium delivery zone
ZONE01067,Houston,37013,Suburban Area,3.93,10.93,9 AM - 9 PM,ADMIN02795,True,High demand area
ZONE06996,Chicago,61190,Residential Zone,2.91,19.17,9 AM - 9 PM,ADMIN02819,False,Newly added zone
ZONE00412,Los Angeles,43673,Business District,0.92,5.03,9 AM - 9 PM,ADMIN02425,False,Fast delivery available
ZONE09850,Los Angeles,38491,Business District,9.51,14.83,9 AM - 9 PM,ADMIN02694,False,Newly added zone
ZONE01724,Chicago,78949,Business District,8.6,11.89,9 AM - 9 PM,ADMIN02015,False,Fast delivery available
ZONE02674,Phoenix,15067,Suburban Area,1.72,14.47,9 AM - 9 PM,ADMIN02902,False,High demand area
ZONE04975,New York,61526,Suburban Area,9.44,19.07,9 AM - 9 PM,ADMIN02890,True,Newly added zone
ZONE08670,Los Angeles,89842,Residential Zone,10.24,7.6,9 AM - 9 PM,ADMIN02274,False,High demand area
ZONE08461,Houston,41774,Suburban Area,11.69,18.48,9 AM - 9 PM,ADMIN02321,True,Premium delivery zone
ZONE02130,Phoenix,86165,Downtown Zone,3.9,18.91,9 AM - 9 PM,ADMIN02493,True,Premium delivery zone
ZONE06802,Los Angeles,15013,Downtown Zone,14.18,3.28,9 AM - 9 PM,ADMIN02249,True,Premium delivery zone
ZONE06428,Los Angeles,21859,Suburban Area,14.66,19.9,9 AM - 9 PM,ADMIN02065,True,Low delivery fee zone
ZONE06168,New York,53767,Downtown Zone,8.75,8.34,9 AM - 9 PM,ADMIN02275,False,Fast delivery available
ZONE02366,Los Angeles,35368,Downtown Zone,13.35,9.15,9 AM - 9 PM,ADMIN02421,True,High demand area
ZONE09228,Chicago,98106,Downtown Zone,13.87,17.48,9 AM - 9 PM,ADMIN02270,True,Low delivery fee zone
ZONE03819,Phoenix,23712,Downtown Zone,5.22,14.68,9 AM - 9 PM,ADMIN02754,True,Newly added zone
ZONE03505,Chicago,28620,Rural Zone,11.6,17.43,9 AM - 9 PM,ADMIN02550,True,Premium delivery zone
ZONE01366,Los Angeles,55388,Downtown Zone,3.17,10.84,9 AM - 9 PM,ADMIN02740,False,Newly added zone
ZONE03921,Los Angeles,41952,Downtown Zone,0.48,17.13,9 AM - 9 PM,ADMIN02853,False,Fast delivery available
ZONE08536,Phoenix,90890,Downtown Zone,6.56,14.96,9 AM - 9 PM,ADMIN02814,True,Low delivery fee zone
ZONE03671,Phoenix,65287,Downtown Zone,0.96,8.05,9 AM - 9 PM,ADMIN02691,True,High demand area
ZONE06585,New York,81928,Rural Zone,2.94,14.47,9 AM - 9 PM,ADMIN02219,False,Fast delivery available
ZONE04140,Phoenix,60353,Suburban Area,0.19,9.94,9 AM - 9 PM,ADMIN02645,True,Newly added zone
ZONE06005,Chicago,77924,Business District,4.26,5.84,9 AM - 9 PM,ADMIN02473,False,Fast delivery available
ZONE09500,New York,63854,Downtown Zone,14.75,18.18,9 AM - 9 PM,ADMIN02039,False,High demand area
ZONE03944,Houston,22247,Suburban Area,14.58,14.36,9 AM - 9 PM,ADMIN02728,False,Fast delivery available
ZONE03858,Chicago,46600,Suburban Area,2.34,10.21,9 AM - 9 PM,ADMIN02258,False,Newly added zone
ZONE07867,Houston,39661,Residential Zone,6.79,18.29,9 AM - 9 PM,ADMIN02368,True,Newly added zone
ZONE02398,Chicago,59472,Business District,2.35,12.93,9 AM - 9 PM,ADMIN02871,True,High demand area
ZONE05507,Phoenix,33522,Residential Zone,9.72,5.59,9 AM - 9 PM,ADMIN02010,True,Low delivery fee zone
ZONE02680,Chicago,18237,Downtown Zone,12.95,7.62,9 AM - 9 PM,ADMIN02023,False,Newly added zone
ZONE09008,New York,24980,Downtown Zone,8.27,8.82,9 AM - 9 PM,ADMIN02284,True,Newly added zone
ZONE07028,Houston,44683,Downtown Zone,11.43,11.9,9 AM - 9 PM,ADMIN02614,False,Newly added zone
ZONE03909,Los Angeles,78179,Rural Zone,14.19,2.79,9 AM - 9 PM,ADMIN02004,False,Premium delivery zone
ZONE03752,Phoenix,72484,Rural Zone,11.41,3.83,9 AM - 9 PM,ADMIN02214,True,Newly added zone
ZONE02726,Houston,17617,Suburban Area,6.28,5.64,9 AM - 9 PM,ADMIN02930,False,Premium delivery zone
ZONE09385,New York,11624,Residential Zone,6.07,2.37,9 AM - 9 PM,ADMIN02491,False,High demand area
ZONE02315,Houston,87915,Business District,14.74,12.14,9 AM - 9 PM,ADMIN02409,False,Newly added zone
ZONE01657,Phoenix,94388,Suburban Area,8.67,14.23,9 AM - 9 PM,ADMIN02534,False,Premium delivery zone
ZONE04606,Los Angeles,14022,Rural Zone,12.44,7.5,9 AM - 9 PM,ADMIN02065,False,Fast delivery available
ZONE04376,Los Angeles,81801,Downtown Zone,12.54,17.73,9 AM - 9 PM,ADMIN02264,True,Low delivery fee zone
ZONE01162,Los Angeles,56578,Residential Zone,0.57,1.06,9 AM - 9 PM,ADMIN02229,False,Low delivery fee zone
ZONE03441,Los Angeles,83898,Downtown Zone,11.48,12.64,9 AM - 9 PM,ADMIN02980,True,Premium delivery zone
ZONE09234,New York,90474,Suburban Area,0.58,8.63,9 AM - 9 PM,ADMIN02129,True,Fast delivery available
ZONE04603,Houston,75654,Rural Zone,14.83,1.07,9 AM - 9 PM,ADMIN02536,True,High demand area
ZONE08687,Phoenix,44328,Downtown Zone,3.35,2.34,9 AM - 9 PM,ADMIN02385,False,Premium delivery zone
ZONE03931,Houston,14485,Business District,0.69,1.79,9 AM - 9 PM,ADMIN02273,True,Low delivery fee zone
ZONE00687,Phoenix,26476,Business District,14.88,18.6,9 AM - 9 PM,ADMIN02979,False,Low delivery fee zone
ZONE03179,Houston,55527,Rural Zone,1.86,19.44,9 AM - 9 PM,ADMIN02629,False,Premium delivery zone
ZONE02832,Los Angeles,96845,Residential Zone,12.86,10.66,9 AM - 9 PM,ADMIN02080,True,Fast delivery available
ZONE09530,Chicago,48907,Residential Zone,7.13,15.68,9 AM - 9 PM,ADMIN02275,False,Fast delivery available
ZONE03244,Houston,94253,Rural Zone,12.2,8.04,9 AM - 9 PM,ADMIN02775,False,Fast delivery available
ZONE05015,Los Angeles,85090,Rural Zone,12.04,5.88,9 AM - 9 PM,ADMIN02273,False,Fast delivery available
ZONE01750,New York,67297,Business District,6.91,5.08,9 AM - 9 PM,ADMIN02622,False,Fast delivery available
ZONE04580,New York,81704,Residential Zone,14.82,6.33,9 AM - 9 PM,ADMIN02232,True,High demand area
ZONE06165,Los Angeles,19563,Suburban Area,6.31,16.42,9 AM - 9 PM,ADMIN02841,False,Low delivery fee zone
ZONE02215,Houston,49444,Downtown Zone,5.91,11.59,9 AM - 9 PM,ADMIN02524,True,High demand area
ZONE09786,Phoenix,77806,Rural Zone,0.78,8.04,9 AM - 9 PM,ADMIN02771,False,Fast delivery available
ZONE06294,Chicago,39349,Rural Zone,8.97,14.21,9 AM - 9 PM,ADMIN02244,False,Newly added zone
ZONE05126,New York,91750,Rural Zone,8.27,10.09,9 AM - 9 PM,ADMIN02990,False,Fast delivery available
ZONE01692,Chicago,37768,Rural Zone,8.24,5.65,9 AM - 9 PM,ADMIN02027,True,High demand area
ZONE06193,Los Angeles,78735,Downtown Zone,6.16,4.56,9 AM - 9 PM,ADMIN02552,True,Newly added zone
ZONE02175,Los Angeles,12313,Suburban Area,4.2,13.03,9 AM - 9 PM,ADMIN02574,True,Newly added zone
ZONE03547,Phoenix,53603,Business District,3.08,11.49,9 AM - 9 PM,ADMIN02234,True,Newly added zone
ZONE02035,Phoenix,88974,Rural Zone,0.44,18.55,9 AM - 9 PM,ADMIN02925,False,Premium delivery zone
ZONE02379,Los Angeles,19306,Suburban Area,1.52,7.71,9 AM - 9 PM,ADMIN02724,False,Low delivery fee zone
ZONE06186,New York,35360,Residential Zone,5.35,16.23,9 AM - 9 PM,ADMIN02553,True,Newly added zone
ZONE08097,Phoenix,96832,Suburban Area,4.74,14.73,9 AM - 9 PM,ADMIN02937,False,High demand area
ZONE03173,Los Angeles,77006,Downtown Zone,5.25,4.96,9 AM - 9 PM,ADMIN02787,True,Low delivery fee zone
ZONE01666,Chicago,36131,Rural Zone,13.28,10.55,9 AM - 9 PM,ADMIN02586,False,Low delivery fee zone
ZONE03600,Los Angeles,62613,Residential Zone,0.39,11.28,9 AM - 9 PM,ADMIN02937,True,Premium delivery zone
ZONE03511,New York,37760,Rural Zone,8.25,2.32,9 AM - 9 PM,ADMIN02327,False,Newly added zone
ZONE04925,Phoenix,36916,Business District,0.98,16.62,9 AM - 9 PM,ADMIN02876,True,High demand area
ZONE02874,New York,69112,Residential Zone,4.61,11.57,9 AM - 9 PM,ADMIN02018,True,Low delivery fee zone
ZONE05174,Phoenix,96823,Business District,1.48,1.08,9 AM - 9 PM,ADMIN02336,True,Low delivery fee zone
ZONE02230,Phoenix,19283,Rural Zone,9.44,19.94,9 AM - 9 PM,ADMIN02142,False,High demand area
ZONE04422,Los Angeles,57133,Residential Zone,3.44,10.98,9 AM - 9 PM,ADMIN02371,True,High demand area
ZONE05645,New York,57506,Downtown Zone,6.16,18.25,9 AM - 9 PM,ADMIN02367,False,Newly added zone
ZONE00136,New York,67953,Suburban Area,0.76,15.11,9 AM - 9 PM,ADMIN02742,False,Low delivery fee zone
ZONE01258,Chicago,32116,Residential Zone,6.22,7.28,9 AM - 9 PM,ADMIN02692,False,High demand area
ZONE06454,Houston,16110,Rural Zone,10.88,9.99,9 AM - 9 PM,ADMIN02636,False,Low delivery fee zone
ZONE07466,Los Angeles,72723,Business District,9.58,11.77,9 AM - 9 PM,ADMIN02553,False,Low delivery fee zone
ZONE05767,Houston,35193,Residential Zone,0.18,8.69,9 AM - 9 PM,ADMIN02563,False,Premium delivery zone
ZONE01831,New York,49068,Suburban Area,6.04,14.69,9 AM - 9 PM,ADMIN02183,True,Fast delivery available
ZONE04938,Los Angeles,19186,Business District,2.49,4.88,9 AM - 9 PM,ADMIN02274,True,Newly added zone
ZONE06190,New York,10492,Business District,7.45,9.12,9 AM - 9 PM,ADMIN02927,True,Low delivery fee zone
ZONE02775,New York,52832,Business District,12.87,7.77,9 AM - 9 PM,ADMIN02987,True,High demand area
ZONE09395,Los Angeles,88258,Residential Zone,11.24,18.61,9 AM - 9 PM,ADMIN02209,False,Premium delivery zone
ZONE03158,Phoenix,79799,Downtown Zone,12.12,6.97,9 AM - 9 PM,ADMIN02140,True,Fast delivery available
ZONE00624,New York,46227,Residential Zone,7.5,16.89,9 AM - 9 PM,ADMIN02379,False,Low delivery fee zone
ZONE01123,Chicago,85799,Rural Zone,10.06,14.22,9 AM - 9 PM,ADMIN02283,False,Low delivery fee zone
ZONE02480,Phoenix,21398,Business District,4.09,8.78,9 AM - 9 PM,ADMIN02315,False,Low delivery fee zone
ZONE05259,Phoenix,18469,Downtown Zone,10.06,19.82,9 AM - 9 PM,ADMIN02301,True,Premium delivery zone
ZONE09843,Chicago,39207,Business District,14.73,9.58,9 AM - 9 PM,ADMIN02219,False,Fast delivery available
ZONE09450,Houston,97077,Business District,3.86,10.8,9 AM - 9 PM,ADMIN02339,True,High demand area
ZONE09664,Houston,36754,Business District,12.21,3.14,9 AM - 9 PM,ADMIN02366,False,Fast delivery available
ZONE01543,Chicago,28648,Rural Zone,14.9,10.44,9 AM - 9 PM,ADMIN02504,True,High demand area
ZONE09336,Chicago,28286,Rural Zone,11.51,14.53,9 AM - 9 PM,ADMIN02298,False,High demand area
ZONE05097,Phoenix,82483,Rural Zone,9.12,1.78,9 AM - 9 PM,ADMIN02289,False,High demand area
ZONE02704,Phoenix,29648,Residential Zone,5.71,16.88,9 AM - 9 PM,ADMIN02047,False,Premium delivery zone
ZONE05875,Houston,94066,Suburban Area,1.29,13.21,9 AM - 9 PM,ADMIN02653,True,Premium delivery zone
ZONE08168,New York,35768,Business District,11.13,3.5,9 AM - 9 PM,ADMIN02475,True,High demand area
ZONE01564,New York,32856,Residential Zone,7.88,15.89,9 AM - 9 PM,ADMIN02683,True,Premium delivery zone
ZONE03364,Chicago,78631,Downtown Zone,2.14,14.73,9 AM - 9 PM,ADMIN02273,True,Newly added zone
ZONE03255,Los Angeles,52079,Residential Zone,10.95,16.9,9 AM - 9 PM,ADMIN02381,True,Premium delivery zone
ZONE07065,Phoenix,85926,Business District,12.27,11.02,9 AM - 9 PM,ADMIN02844,False,Newly added zone
ZONE07612,Phoenix,31800,Suburban Area,14.41,15.88,9 AM - 9 PM,ADMIN02517,True,Low delivery fee zone
ZONE01933,Houston,79109,Business District,7.57,4.27,9 AM - 9 PM,ADMIN02491,True,Premium delivery zone
ZONE04525,Los Angeles,79152,Suburban Area,0.66,6.65,9 AM - 9 PM,ADMIN02536,False,Fast delivery available
ZONE03495,Chicago,66622,Business District,7.77,19.75,9 AM - 9 PM,ADMIN02289,False,Newly added zone
ZONE04754,Phoenix,46382,Downtown Zone,3.76,9.85,9 AM - 9 PM,ADMIN02480,False,Premium delivery zone
ZONE08226,New York,28204,Residential Zone,3.25,10.85,9 AM - 9 PM,ADMIN02608,False,Newly added zone
ZONE09180,New York,52169,Rural Zone,2.43,6.82,9 AM - 9 PM,ADMIN02832,False,Fast delivery available
ZONE09334,Chicago,49048,Rural Zone,0.76,17.43,9 AM - 9 PM,ADMIN02329,False,Fast delivery available
ZONE07404,Chicago,10859,Business District,5.81,18.29,9 AM - 9 PM,ADMIN02359,False,Fast delivery available
ZONE09142,Chicago,16384,Residential Zone,11.55,7.15,9 AM - 9 PM,ADMIN02335,False,Fast delivery available
ZONE04914,Phoenix,24088,Residential Zone,2.96,17.15,9 AM - 9 PM,ADMIN02428,True,High demand area
ZONE02260,Chicago,71911,Residential Zone,10.14,18.68,9 AM - 9 PM,ADMIN02431,False,Newly added zone
ZONE06752,Los Angeles,37145,Residential Zone,0.82,3.91,9 AM - 9 PM,ADMIN02380,False,High demand area
ZONE03039,Los Angeles,69338,Suburban Area,11.25,11.0,9 AM - 9 PM,ADMIN02803,False,Newly added zone
ZONE04126,Houston,72318,Suburban Area,5.16,8.17,9 AM - 9 PM,ADMIN02166,False,Premium delivery zone
ZONE05035,Phoenix,76912,Business District,12.71,6.03,9 AM - 9 PM,ADMIN02603,True,Premium delivery zone
ZONE00614,Los Angeles,98394,Suburban Area,6.31,9.36,9 AM - 9 PM,ADMIN02574,True,Low delivery fee zone
ZONE06831,Chicago,20018,Downtown Zone,1.98,4.99,9 AM - 9 PM,ADMIN02260,True,Newly added zone
ZONE09102,New York,28332,Suburban Area,12.46,17.43,9 AM - 9 PM,ADMIN02260,False,High demand area
ZONE01691,Phoenix,26506,Residential Zone,9.79,9.02,9 AM - 9 PM,ADMIN02345,False,Low delivery fee zone
ZONE07593,Houston,38166,Business District,0.63,10.49,9 AM - 9 PM,ADMIN02480,True,Low delivery fee zone
ZONE00167,Los Angeles,18265,Suburban Area,0.92,8.67,9 AM - 9 PM,ADMIN02765,False,High demand area
ZONE04573,New York,51429,Business District,4.96,6.59,9 AM - 9 PM,ADMIN02677,True,Newly added zone
ZONE00601,Houston,70419,Business District,1.35,4.15,9 AM - 9 PM,ADMIN02936,True,Premium delivery zone
ZONE00666,Phoenix,75773,Downtown Zone,10.96,17.99,9 AM - 9 PM,ADMIN02604,False,Premium delivery zone
ZONE06367,Houston,55201,Suburban Area,3.16,9.57,9 AM - 9 PM,ADMIN02109,False,Fast delivery available
ZONE07031,Chicago,93329,Business District,3.16,11.88,9 AM - 9 PM,ADMIN02328,True,Premium delivery zone
ZONE00020,Houston,88388,Rural Zone,5.77,1.47,9 AM - 9 PM,ADMIN02270,False,Low delivery fee zone
ZONE07159,New York,94314,Residential Zone,9.59,13.54,9 AM - 9 PM,ADMIN02562,True,Premium delivery zone
ZONE09903,Chicago,45266,Residential Zone,8.36,7.22,9 AM - 9 PM,ADMIN02466,False,Fast delivery available
ZONE02530,Los Angeles,52603,Downtown Zone,3.93,18.86,9 AM - 9 PM,ADMIN02061,False,Newly added zone
ZONE06002,Houston,17560,Downtown Zone,13.95,16.41,9 AM - 9 PM,ADMIN02732,True,Fast delivery available
ZONE03292,Phoenix,51514,Rural Zone,14.16,18.57,9 AM - 9 PM,ADMIN02973,True,Low delivery fee zone
ZONE06536,New York,20443,Business District,13.91,2.02,9 AM - 9 PM,ADMIN02166,False,Low delivery fee zone
ZONE04831,Los Angeles,60159,Business District,11.29,14.65,9 AM - 9 PM,ADMIN02940,True,High demand area
ZONE02418,Houston,20447,Suburban Area,7.28,12.14,9 AM - 9 PM,ADMIN02808,False,High demand area
ZONE02068,Houston,66065,Suburban Area,13.53,13.85,9 AM - 9 PM,ADMIN02523,False,Newly added zone
ZONE06708,Los Angeles,47922,Downtown Zone,3.37,9.91,9 AM - 9 PM,ADMIN02496,False,Fast delivery available
ZONE00199,Phoenix,33829,Suburban Area,0.4,18.94,9 AM - 9 PM,ADMIN02888,True,Premium delivery zone
ZONE08206,Chicago,24776,Residential Zone,13.19,19.43,9 AM - 9 PM,ADMIN02006,False,Low delivery fee zone
ZONE01259,Houston,31214,Business District,11.39,7.5,9 AM - 9 PM,ADMIN02715,True,Fast delivery available
ZONE06394,New York,68853,Residential Zone,1.26,4.21,9 AM - 9 PM,ADMIN02987,False,Premium delivery zone
ZONE04035,Houston,15271,Residential Zone,1.31,17.24,9 AM - 9 PM,ADMIN02280,False,Premium delivery zone
ZONE08589,New York,93180,Downtown Zone,5.47,9.99,9 AM - 9 PM,ADMIN02194,False,Fast delivery available
ZONE01118,Chicago,32496,Residential Zone,5.46,12.51,9 AM - 9 PM,ADMIN02869,True,Premium delivery zone
ZONE08685,New York,84715,Suburban Area,6.92,10.19,9 AM - 9 PM,ADMIN02176,False,Newly added zone
ZONE08961,Phoenix,56063,Residential Zone,3.13,12.83,9 AM - 9 PM,ADMIN02396,True,Premium delivery zone
ZONE04570,Houston,58033,Business District,14.13,3.86,9 AM - 9 PM,ADMIN02460,True,Low delivery fee zone
ZONE01672,Chicago,65965,Business District,13.83,7.53,9 AM - 9 PM,ADMIN02904,True,Premium delivery zone
ZONE03732,New York,91902,Business District,10.77,12.0,9 AM - 9 PM,ADMIN02124,True,Newly added zone
ZONE01152,New York,54071,Suburban Area,11.94,18.17,9 AM - 9 PM,ADMIN02526,False,Low delivery fee zone
ZONE09810,Phoenix,65936,Rural Zone,4.88,13.68,9 AM - 9 PM,ADMIN02817,True,Fast delivery available
ZONE01511,Houston,68961,Downtown Zone,10.2,8.08,9 AM - 9 PM,ADMIN02590,True,Premium delivery zone
ZONE06801,New York,58872,Suburban Area,9.16,19.11,9 AM - 9 PM,ADMIN02909,False,Low delivery fee zone
ZONE08952,Los Angeles,84755,Downtown Zone,9.84,7.35,9 AM - 9 PM,ADMIN02923,True,Premium delivery zone
ZONE01300,Chicago,68201,Suburban Area,6.72,1.26,9 AM - 9 PM,ADMIN02806,True,Premium delivery zone
ZONE09254,Houston,99711,Residential Zone,11.27,15.39,9 AM - 9 PM,ADMIN02489,True,Premium delivery zone
ZONE08911,Los Angeles,52745,Suburban Area,7.19,10.54,9 AM - 9 PM,ADMIN02022,False,Premium delivery zone
